module_id,representative_go,representative_go_p_value,deg_distribution,target_group_distribution,num_proteins,proteins
62,GO:0005759 (Mitochondrial Matrix),5.584952153267571e-10,"{'none': '96.81%', 'Down': '2.13%', 'Up': '1.06%'}","{'T4': '85.11%', 'T2': '17.02%', 'T3': '1.06%'}",94,"GALM, YRDC, ACMSD, AGL, HKDC1, GBE1, PGD, CPX-8302, ABCC6, SLC19A1, SLC22A5, CPX-5641, CPX-6283, CPS1, PDXK, CYP51A1, STS, MVK, COQ2, DHCR7, FDPS, PMVK, PDSS1, UBIAD1, PEX5, COASY, SULT2B1, AADAC, AMACR, ADK, GPR143, GLO1, BCKDK, SLC25A11, CPX-6243, DGUOK, RPIA, SHMT2, PSPH, FDXR, CPX-2731, ADSL, SPR, PMM2, DHODH, MTFMT, CPX-2503, CPX-4742, MECR, LDHD, SUOX, IYD, HSCB, CARS2, CPX-6863, NFU1, PAPSS2, TFB1M, NUBPL, MOCOS, CPX-6322, AK7, PRPS1, GLYCTK, TREH, GALK1, PGM3, RARS2, UGP2, TECR, MINPP1, COQ8A, PEX19, MPV17, AMY1A, RBM12, TST, BCS1L, CPX-6862, CPOX, GAMT, SMS, PUS1, CRACD, GMPPA, TMEM70, MMADHC, CPX-7142, HOGA1, TRMU, DCXR, GSTZ1, SLC52A3, DDHD1"
63,GO:0033108 (Mitochondrial Respiratory Chain Complex Assembly),6.275515756157864e-13,{'none': '100.00%'},"{'T4': '88.57%', 'T2': '11.43%', 'T3': '2.86%'}",70,"SLC41A1, NPC2, GAA, CPX-8184, SLC34A1, SLC22A12, CPX-6241, CPX-8185, CPX-6681, GLB1, ABHD12, GALC, COX14, SNX10, SDCCAG8, NDUFAF2, ARSA, IDUA, ARSB, GALNS, IDS, TMLHE, GBA2, LCT, MAN1B1, FUCA1, PISD, CLN3, HCCS, FRMD7, CRPPA, CRYGD, CRYAA, GJA8, TMEM114, CSPP1, TLCD3B, NDUFAF7, GALNT3, SELENOI, SLC5A4, SLC1A4, TTC19, SCO1, CPX-6124, NDUFAF3, CLCC1, XK, CPX-6133, COA3, NDUFAF4, NDUFAF5, TIMMDC1, PCYT2, CLCN5, COX16, PTDSS1, SLC12A8, PANK2, SLC34A3, SLC6A18, ARSL, MANBA, CPX-8428, SPINK2, CLN5, CRYBB2, DYNC2H1, UQCC2, DNAJC30"
64,GO:0032042 (Mitochondrial DNA Metabolic Process),0.015079620875010065,"{'none': '97.30%', 'Up': '2.70%'}","{'T2': '18.92%', 'T4': '83.78%'}",37,"DNAJA1, SETX, TUBB4B, UBQLN2, CPX-2511, SYVN1, PLOD1, PLOD2, LONP1, SSBP1, CPX-7121, EVI5, TK1, CPX-2227, AKR1B10, WDR11, PAK5, RHOH, PAK6, EIF4H, CEP55, RNASEH1, SUMO4, MSH5, ACSL6, FKBP6, PIEZO1, GTF2IRD1, SIK2, DIAPH3, LARP7, CPX-369, CLIP2, TBL2, CPX-8173, STK19, DHH"
65,GO:0015850 (Organic Hydroxy Compound Transport),1.205679579057725e-16,"{'none': '98.73%', 'Down': '1.27%'}","{'T4': '44.30%', 'T2': '55.70%', 'T1': '1.27%', 'T3': '13.92%'}",79,"AKR1D1, SLC22A2, SLC22A6, CPX-6222, CTH, H6PD, SLC10A1, CYP4F2, SULT2A1, CYP26A1, SLC10A2, SLCO1B1, CYP46A1, SLC47A1, ABCC3, SLCO2B1, CYP11B1, SLCO1A2, CYP7B1, SLC47A2, SLC22A8, CYB5A, SLC22A1, DPYD, AOX1, TBXAS1, POR, SRD5A2, ABCC4, ABCC2, ABCB11, ABCB4, SLC22A11, CYP2J2, ABCC11, HYDIN, ADH5, SLC51A, CYP8B1, SLC51B, CPX-6282, SLC10A7, ALOX15, GFPT1, HSD17B1, HSD17B7, MVD, EPHX2, CYP26B1, ALDH1A2, TTPA, ALDH1A3, CYP2U1, PLA2G5, HSD17B3, CYP4V2, AKR1C3, CYP21A2, CYP26C1, CYP11B2, LTC4S, ALOX15B, CYP4F22, ALDH3A1, TDO2, ALDH5A1, L2HGDH, ACADM, RDH11, DHRS9, GPD1, UGDH, PHYKPL, MAK, CPX-6341, CYB5R3, ALOX12B, RSPRY1, NAT8L"
66,GO:0051452 (Intracellular pH Reduction),1.6236938334754201e-07,{'none': '100.00%'},"{'T4': '70.83%', 'T2': '29.17%'}",72,"SLC45A2, GNA11, FTH1, HSPA1A, TUBB3, DCTN1, ACTG1, AKR1B1, PRDX3, GPX4, SIRT3, HMOX2, HLA-B, RAB7A, ATP6V1B2, PPIB, SERPINA1, FDFT1, ENTPD2, FRYL, SLC2A3, SLC2A2, VWF, EPS15, XPR1, GPBAR1, AFP, TYR, CA1, AHSG, CPX-1749, FSHR, DBN1, CPT1A, STAR, DGAT1, HK1, CPX-6091, ALDOB, ABHD5, CPX-2470, CPX-6904, CPX-6905, CPX-6912, CPX-2929, CPX-2936, ODC1, NME2, ACTN4, CPX-5025, PDK1, CPX-1751, CPX-1752, VANGL1, AICDA, PFN1, TK2, PGAM1, ALDOA, PCNT, TICAM1, IMPA1, SLC11A2, FLAD1, SOX3, RAB6A, RAB27A, PLS1, ARF1, MYH14, IL31RA, HMBS"
67,GO:0005788 (Endoplasmic Reticulum Lumen),3.1636174329719144e-11,"{'none': '97.01%', 'Down': '1.49%', 'Up': '1.49%'}","{'T4': '89.55%', 'T2': '10.45%'}",67,"CPX-6096, SERPING1, GAK, DNAJC6, KISS1, CPX-8001, CPX-6215, ALPL, FABP2, PNLIP, MTTP, PNPLA3, TAC3, CPX-5602, CPX-5605, CTSC, SERPINC1, CPX-1737, KRT12, CPX-1753, DGKA, AGPAT2, CPX-6164, CPX-5601, BSCL2, PKHD1, SLC26A2, BBS12, CPX-6224, CPX-1745, CPX-1747, P4HA2, PTPRN, HABP2, ANOS1, CLCN4, SLC25A6, GPR35, CPX-983, P3H1, P3H2, CRTAP, CPX-1724, CPX-1768, CPX-1748, CPX-1754, VPS13C, ATP6V1E1, MGP, ATP13A3, CPX-6131, GALT, BNC2, INPP5E, NEK8, ARL3, HS6ST1, DCLK3, CPX-1019, SCO2, SELENBP1, SLC25A19, SFTPB, CEL, CPX-1758, ANO6, DNAH8"
68,GO:0000083 (Regulation Of Transcription Involved In G1/S Transition Of Mitotic Cell Cycle),0.004216457097633202,"{'none': '97.22%', 'Up': '2.78%'}","{'T2': '36.11%', 'T4': '63.89%', 'T1': '2.78%', 'T3': '2.78%'}",36,"POLI, PHF21A, POGZ, RERE, CDK3, CDK17, CDK16, CDK18, BAZ2B, MBD4, PLK2, CDC14A, KIF2A, CDK19, ZMYM3, LRIF1, WDR62, FOXR1, PLK3, CDK14, LMO1, MLF1, CPX-6180, SCAPER, PUF60, GALNT12, FIBP, BRAT1, CBFA2T2, DYRK3, TASP1, ZBTB20, HPSE2, CCDC174, KDM4E, VRK3"
69,GO:0045747 (Positive Regulation Of Notch Signaling Pathway),0.21451984303475455,{'none': '100.00%'},"{'T4': '89.58%', 'T2': '10.42%'}",48,"PRDM8, ADAMTS18, BFSP2, TRIM44, NOTCH2NLA, ZNF408, ACR, TSHZ3, NGLY1, MYRF, F8A2, F8A3, ZP1, GATA5, CDKL3, TTC29, EFR3A, LRIG2, MAP3K19, SRMS, ZNF713, HSF2BP, GPATCH3, CFAP52, FSIP2, CPA6, ZNF81, RCBTB1, MSRB3, C14orf39, PMFBP1, SUN5, TECPR2, CPX-5181, KIAA0753, CPAMD8, NOTCH2NLB, GTPBP2, TANC2, ZNF142, ZNF41, ATXN7L3B, LRMDA, NKAIN2, HR, DYRK4, RNF220, AMMECR1"
70,GO:0035357 (Peroxisome Proliferator Activated Receptor Signaling Pathway),1.8251245049224817e-20,{'none': '100.00%'},"{'T2': '68.57%', 'T4': '48.57%', 'T3': '8.57%'}",35,"APEX1, CPX-6030, TBK1, HDAC6, CPX-2666, CPX-5634, LCK, CPX-265, ISG15, AR, CPX-508, CPX-513, CPX-5342, CPX-631, CPX-632, CPX-654, CPX-662, CPX-664, CPX-678, CPX-816, CPX-6597, CPX-525, CPX-666, HPGDS, CPX-17, CPX-6593, CPX-6595, CPX-5661, PTPN1, CPX-6482, CPX-6581, ZAP70, ALOX5, LAMP2, RAN"
71,GO:0006281 (DNA Repair),4.715233275327864e-17,{'none': '100.00%'},"{'T2': '23.44%', 'T3': '6.25%', 'T4': '82.81%'}",64,"NTHL1, CPX-6266, CPX-484, CPX-8175, FEN1, CPX-3301, NHEJ1, DNA2, CPX-3481, CPX-994, CPX-4426, CPX-979, CPX-985, ATAD5, CPX-2087, FAN1, DCLRE1B, NEK2, VRK1, KIF11, DBF4, BUB1, DONSON, CENPF, CPX-7113, CPX-5646, RACGAP1, FAM83D, KIF4A, HASPIN, TRIP13, KIF22, KIF20A, KNSTRN, SGO1, POC1A, CKAP2L, KIF15, CPX-5644, SLX4IP, CEP63, MASTL, CPX-745, POLK, MSH4, POLQ, CPX-2186, MEIOB, ATR, MLH3, RTEL1, RFWD3, POLH, CPX-618, DDX11, PRIMPOL, TRAIP, CPX-6661, CTDP1, CARMIL2, CRYBA4, ZNF711, CPX-6641, CLMP"
72,GO:0033211 (Adiponectin-Activated Signaling Pathway),6.797198058251681e-26,"{'none': '55.56%', 'Down': '44.44%'}","{'T2': '16.67%', 'T4': '88.89%', 'T3': '5.56%'}",18,"CSNK2A2, CSNK2B, HDAC5, CPX-2515, CPX-2283, CPX-2285, CPX-2286, CPX-2288, CPX-2289, CPX-2290, CPX-7581, CPX-7582, CPX-7583, CPX-7584, CPX-7585, CPX-7586, CHD8, CPX-8081"
73,GO:0003723 (RNA Binding),5.215294008822257e-14,"{'none': '97.78%', 'Up': '2.22%'}","{'T4': '91.11%', 'T2': '11.11%'}",45,"RBM28, CPX-2735, CPX-2740, CPX-2749, SBDS, USP16, MBTPS2, IPO8, COA6, DHX30, UPF3B, CPX-476, CPX-591, CPX-592, CPX-593, CPX-600, PAFAH1B1, DLEC1, NSUN2, DHX16, CPX-2707, CPX-2694, FKBP10, CPX-2871, SON, RIOK1, NKAP, NSUN5, PPIL1, WBP11, CDC40, DIS3L2, METTL27, TSR2, DHX38, DHX37, DDX59, TRMT1, CPX-2850, MCF2L2, CWC27, MLLT6, RTTN, THADA, RFT1"
74,"GO:0004114 (3',5'-Cyclic-Nucleotide Phosphodiesterase Activity)",0.01183073000175676,{'none': '100.00%'},"{'T4': '69.09%', 'T2': '29.09%', 'T3': '9.09%'}",55,"QDPR, HTR6, DAO, PRODH, DBH, GPSM2, DDC, RHO, ARR3, SSTR3, TRIO, ADRA1A, BDKRB2, NHLH2, SLC22A3, ADCY3, GLA, PLA2G6, CSNK1D, DNAL1, GMPPB, ADCY6, GGT1, SLC19A2, PDE5A, CPX-890, PDE1C, GIPR, TBX1, SLC5A5, TAS2R46, PTGIR, PDE1B, PDE1A, CPX-1736, CPX-1725, EPS8, DPYSL5, PTF1A, CAPN10, CPT1C, HBA2, ARMC5, PRX, ZP3, HBA1, OPLAH, TSSK1B, ADGRG2, SPEG, PNKD, TKFC, BEAN1, CPX-2933, PDE4C"
75,GO:0033344 (Cholesterol Efflux),0.06798044398630781,{'none': '100.00%'},"{'T2': '22.41%', 'T4': '77.59%'}",58,"ADORA2B, PITX3, CPX-665, SERPINA6, LMX1B, DGKE, CCDC62, ABCA12, SEC23A, DNAJC5, REPS1, GLIS2, ABCG8, ABCG5, CYP24A1, MGLL, SOAT1, PGRMC1, CNR2, SLC4A1, CA13, CA7, MC2R, MRAP, NPR3, SLC5A1, CPX-2677, CRYM, CA14, PNPLA8, PPT1, CPX-929, SLC16A2, ORMDL3, INSL3, MSMB, SH3TC2, KRT3, KDELR2, TTBK2, EVC, SLC24A5, RFX6, RCC1L, HSF4, STXBP2, ANO10, LIMS2, LMOD1, LMAN2L, GOSR2, BTG4, RHD, NQO2, CPX-6152, ARHGEF10, CRYBB1, SLC45A1"
76,GO:1905114 (Cell Surface Receptor Signaling Pathway Involved In Cell-Cell Signaling),0.004440311874767622,"{'none': '95.35%', 'Up': '2.33%', 'Down': '2.33%'}","{'T4': '83.72%', 'T2': '16.28%'}",43,"CPX-8182, ACVR1B, LRP5, SP7, TAB2, ROS1, CTNND1, MTUS1, TAB1, ACVR2A, BMP4, PRDM16, TFE3, DLL1, HIVEP2, BMP2, IL1RN, CD40LG, CPX-888, CPX-3079, CPX-3082, BCL10, MAP2K4, DUSP6, MAP3K3, CTNNA1, BCL3, SH2B3, CPX-6401, CPX-9, WNT1, HAMP, JAG2, CPX-440, CPX-443, PTCH1, NFIX, NDRG1, HMGB3, NLK, OXR1, NR4A3, HERC1"
77,GO:0030509 (BMP Signaling Pathway),0.1849565506738201,{'none': '100.00%'},"{'T2': '20.00%', 'T4': '80.00%', 'T3': '1.54%'}",65,"LGMN, SAT1, HAX1, HIKESHI, CPX-2624, PRKCSH, DNAJC3, LPIN1, GDF1, BMP15, CFC1, CIDEA, AMH, ZBTB18, PLCZ1, PLCE1, DLX3, SPINK1, CHCHD2, CPX-8024, PLAG1, CIDEC, POFUT1, KRT13, TBCD, DIO1, AMHR2, SHOX, ZIC3, LEFTY2, MYOC, DNAJC13, CPX-2332, CPX-2514, CPX-2542, PIP4K2C, PRCC, MTCP1, MTMR14, LHX3, ARL11, FNBP1, TNIK, FLRT3, EPHA6, OCRL, PIP4K2B, MAP3K21, SOX5, BMP2K, PKN3, STK24, KIRREL3, STX11, RIPK4, TP53RK, STK32C, NAXE, NHLRC2, LINS1, MC5R, ALG3, SEMA6B, LACC1, KIZ"
78,GO:0062023 (Collagen-Containing Extracellular Matrix),2.5062851097854904e-05,{'none': '100.00%'},"{'T4': '78.00%', 'T2': '22.00%', 'T3': '4.00%'}",50,"FTO, EDNRA, GRK6, CPX-1778, CPX-1783, SFTPA1, PTH, BGN, FBLN1, CPX-1759, JAM2, MCF2, ACVRL1, PANX1, CCR4, BLK, LTA4H, SERPINB2, CTSE, CPX-1777, CPX-1774, CPX-3165, CPX-1788, CLDN11, EFNB1, CD151, EPHB1, RRAS2, TIAM1, NRTN, PTS, PIK3C2B, PLXNA1, NECTIN1, FERMT3, PLVAP, ESRP1, LRPAP1, ELMO2, ROBO2, CLEC3B, EFEMP1, RIT1, WDCP, EPHB6, CPX-8462, CPX-8465, PRG4, TBX4, SLITRK6"
79,GO:0003723 (RNA Binding),0.08347929647470238,"{'none': '95.92%', 'Down': '4.08%'}","{'T2': '32.65%', 'T4': '69.39%', 'T3': '2.04%'}",49,"RXRG, CPX-652, CPX-716, CPX-2338, EIF2AK1, EIF2AK4, NCOA4, USP8, CPX-4747, RC3H1, NISCH, SFTPA2, IHH, ZFP36L2, HIPK3, CPX-2530, GDF9, PTPRN2, CPX-2210, PAK1, TRIP11, CPX-2440, FMN2, GRHL3, LEMD2, PKN1, PAX2, RABL3, WBP2, CPX-6411, HNRNPDL, CPX-2698, CNTRL, MN1, KLF11, EMX2, PRKRA, CSNK1G2, RNF6, DDX3Y, PORCN, CCDC6, TMEM63C, STK25, RUSC2, MAST1, DDX42, ZNHIT3, PQBP1"
80,GO:0004812 (aminoacyl-tRNA Ligase Activity),7.638300018124782e-30,"{'none': '97.22%', 'Up': '1.39%', 'Down': '1.39%'}","{'T4': '88.89%', 'T2': '15.28%'}",72,"CPX-6151, GFM1, EFL1, GUF1, EIF5B, TSFM, TUFM, YARS1, VARS1, ASNS, TKT, SARS1, CLPB, ACACA, CPX-6177, AARS1, CPX-2216, CPX-6245, CPX-6155, CPX-6161, PTGIS, TRIT1, NARS1, NARS2, HARS1, YARS2, PEPD, PCK2, CPX-6174, ACADVL, MTR, ACO2, EHHADH, SORD, MDH2, FBP1, NME8, DTYMK, HLCS, PAICS, CTPS1, CAD, TARS1, ELAC2, SLC25A5, CPX-2842, MGME1, GTPBP3, DARS2, TTC5, PARS2, WARS2, AARS2, MARS2, FARS2, IARS2, TARS2, VARS2, HARS2, MTO1, TRNT1, SPG7, CPX-2208, SARS2, MEX3C, ERAL1, GFM2, QRICH1, DALRD3, ETHE1, SLC30A9, LARS2"
81,GO:0061844 (Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide),7.99655124955193e-07,"{'none': '94.29%', 'Down': '5.71%'}","{'T4': '85.71%', 'T2': '17.14%'}",35,"TOR1A, SREBF1, CPX-2476, CPX-6129, CPX-6130, CPX-2393, CPX-7482, CPX-5183, CPX-7664, CPX-7665, SIL1, EEF2, PKM, EIF5A, RSRC1, XDH, SOD2, CYP1B1, HNF4A, PROM1, HPRT1, APOB, HSPD1, PGK1, DNAJB11, HSD11B2, ADA, HTRA2, C4B, GCK, CYP11A1, ARG1, PCK1, MMUT, PFKP"
82,GO:0033033 (Negative Regulation Of Myeloid Cell Apoptotic Process),1.0082992621085378e-06,"{'none': '94.74%', 'Up': '5.26%'}","{'T4': '89.47%', 'T2': '10.53%', 'T3': '5.26%'}",19,"BRWD3, TCEA1, UBR7, TLK2, CCNO, CEP78, CPX-5992, CPX-6086, RECQL, CPX-6365, CPX-6367, CPX-6382, MSI2, CPX-7901, CPX-7902, CPX-7903, CPX-876, MBOAT7, MEI1"
83,GO:0006821 (Chloride Transport),0.0029606843642714306,"{'Up': '4.17%', 'none': '95.83%'}","{'T4': '95.83%', 'T2': '4.17%'}",24,"SLC4A4, MAB21L1, SLC44A4, CLCNKA, IER3IP1, STX16, DAGLA, CHKB, SLC12A1, CTNS, SLC22A18, CNNM2, HYAL1, SLC12A6, CLDN16, CLDN19, SLC5A11, ABCB6, CLCN3, ECEL1, CPX-5043, SLC17A9, BSND, CYBC1"
84,GO:0006096 (Glycolytic Process),7.903418576660341e-06,"{'none': '95.74%', 'Up': '4.26%'}","{'T4': '55.32%', 'T2': '46.81%', 'T1': '2.13%', 'T3': '10.64%'}",47,"MTHFR, ALDH2, CPX-577, CPX-2469, PLA2G4A, CPX-496, CPX-2093, GSTO1, MGAM, IDH1, GSR, CPX-8502, CPX-8541, CPX-8560, G6PD, PPARA, NR1H4, CPX-2865, NR0B2, CYP27B1, HMGCR, HSD11B1, ABCG2, TYMS, FGFR4, FASN, GGCX, CYP3A4, GPT2, KL, TPI1, GLUL, CYP17A1, CPX-6573, CPX-6592, CPX-6594, CPX-6598, CPX-561, NT5E, ALDH7A1, GUSB, IDH2, TXNRD2, RPE65, PFKM, SRD5A1, RPGR"
85,"GO:0001228 (DNA-binding Transcription Activator Activity, RNA Polymerase II-specific)",6.499846397600753e-09,"{'none': '98.08%', 'Up': '1.92%'}","{'T2': '36.54%', 'T4': '65.38%'}",52,"PTPN11, GATA2, PTGDR, KDM3B, LMNB1, CPX-20, CPX-6045, CPX-304, FOXO1, MYD88, CPX-8625, CDK4, TCF3, CPX-6276, CDK9, BRD2, HMGA2, CPX-1072, CPX-134, KIT, ALK, ERBB3, RET, FGFR3, CPX-155, CPX-175, CPX-7728, SOX9, EGR2, PGR, PDGFRA, SRY, CPX-6469, CPX-6586, CPX-7006, CPX-7095, MUC1, TIMP3, AXL, IRF4, CPX-5636, GATA1, WT1, FGFR2, EPCAM, D2HGDH, TUBGCP4, ZMYND8, TBCE, TUBGCP6, STK38L, BCL11A"
86,"GO:0051932 (Synaptic Transmission, GABAergic)",8.502194341266759e-58,"{'none': '96.05%', 'Down': '3.95%'}","{'T4': '55.26%', 'T2': '57.89%', 'T3': '5.26%'}",76,"GNB4, CPX-2159, CPX-2952, CPX-2953, CPX-8574, CPX-8576, CPX-8577, CPX-8578, CPX-8580, CPX-8581, NOS1AP, CPX-168, CPX-187, CPX-2170, CPX-218, CPX-2180, CPX-2192, CPX-2193, CPX-240, CPX-2203, CPX-4101, CPX-2190, CPX-2164, CPX-2166, CPX-2167, CPX-2168, CPX-2174, CPX-2951, CPX-2954, CPX-8571, CPX-8573, CPX-8575, CPX-8579, CPX-8701, CPX-8729, CPX-8731, CPX-8732, CPX-2955, HTR1B, CPX-8636, CPX-8468, CPX-8545, CPX-8553, CPX-8556, CPX-8630, CPX-8632, CPX-8634, CPX-8702, CPX-8721, CPX-8723, CPX-8724, CPX-8727, CPX-8769, CPX-8771, CACNA1F, ADRA2A, ADARB1, SLC6A1, GPD1L, CPX-3271, CPX-195, ATP2B3, SLC12A5, NCDN, SPTBN1, CPX-2188, CPX-312, CPX-313, RIMS1, KCNJ10, STAC3, ATP1A3, OPCML, MAB21L2, KCNT2, PNPO"
87,GO:0007169 (Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway),0.03615107280656482,{'none': '100.00%'},"{'T4': '78.12%', 'T2': '21.88%'}",32,"HLA-C, CD79A, HAVCR2, FGR, GDF15, ADAMTS3, GHR, TFAP2B, GAB1, GSDME, ECM1, DDR1, SOS2, KRT17, ABL2, LAT, LAT2, BMX, CD96, CR2, DOCK8, IGFBP7, OTULIN, PARP15, EDA, DDR2, FER, TGM2, LZTFL1, PAPPA2, ALPK1, SLC6A20"
88,GO:0006783 (Heme Biosynthetic Process),2.1467547251153746e-07,"{'none': '94.03%', 'Up': '1.49%', 'Down': '4.48%'}","{'T4': '88.06%', 'T2': '11.94%', 'T3': '1.49%'}",67,"MRM2, FTSJ1, ADAM33, GYG1, MOGS, ACSL4, SLC22A4, SLCO2A1, NDUFAF6, TGM1, ATP7B, CPX-6663, CPX-6664, CPX-6665, CPX-848, SCD5, CPX-3642, LIPA, PDSS2, ELOVL5, EBP, IFITM5, ATP6V1B1, MIPEP, COX15, CHCHD7, UROD, MRAP2, LIM2, COX10, PEX6, KRT2, SLC27A4, CISD1, CA6, SLC25A24, SMPD1, MAN2C1, HAAO, CISD2, NADSYN1, TRMT5, FLVCR1, FOXRED1, KHK, RTN4IP1, ALAD, ABHD16A, PUS3, FGD4, SURF1, SLC25A13, SLC25A10, SFXN4, PPOX, UROS, SLC25A38, CA5B, TACO1, CPX-6903, THG1L, ANKH, PYCR2, F8A1, NIM1K, DNAH10, VPS45"
89,GO:0120111 (Neuron Projection Cytoplasm),7.1155625950374686e-06,"{'none': '94.29%', 'Down': '2.86%', 'Up': '2.86%'}","{'T2': '17.14%', 'T4': '82.86%', 'T3': '8.57%'}",35,"NTRK2, BACE1, CPX-6186, CPX-6189, CYSLTR1, CPX-4424, APOL1, ANK2, CHI3L1, SYN1, NGF, L1CAM, CPX-8305, CPX-8306, CPX-8322, TREM2, NEFL, ANK1, CRYAB, SYNGAP1, SAA2, HSPG2, LRP4, AGRN, CST3, TRPC6, CNTN4, MSR1, CNTN1, FPR2, TYROBP, PPP1R3A, TBC1D4, MAPK6, IQSEC1"
90,GO:0007264 (Small GTPase Mediated Signal Transduction),0.03446697073158642,"{'none': '97.92%', 'Up': '2.08%'}","{'T2': '20.83%', 'T3': '6.25%', 'T4': '77.08%'}",48,"ADORA2A, PIK3R5, LRP8, CIB1, BAG5, SECISBP2, BCAP31, FPR3, RTN4R, NTN1, SORT1, VAC14, GPC1, SEMA3A, EPHA1, CPX-114, TCF4, CPX-6187, GP6, SGK2, SGK3, LYZ, CPX-1791, TGFBI, THPO, MRAS, PRKD1, CNKSR2, MEF2A, RALA, PIK3CD, TXK, PTPRF, CPX-8323, CPX-8342, KIAA1549, CPX-2477, CPX-7281, CELF2, CCDC88A, PDX1, PIM2, GPC4, IRF6, HIPK1, SERPINB7, PERP, CIZ1"
91,GO:0034315 (Regulation Of Arp2/3 Complex-Mediated Actin Nucleation),6.195283305049903e-18,"{'none': '95.00%', 'Up': '5.00%'}","{'T4': '90.00%', 'T2': '10.00%'}",20,"P2RX2, P2RX1, SLC9A3, P2RY4, RABGAP1L, GDI1, LRRC8A, RIC1, PAX4, LRP12, USP45, CPX-1163, CPX-1168, CPX-1169, CPX-1170, CPX-1171, CPX-1173, CPX-1174, CPX-1175, CPX-1176"
92,GO:0031330 (Negative Regulation Of Cellular Catabolic Process),6.8242685254140945e-09,"{'none': '97.67%', 'Up': '2.33%'}","{'T4': '55.81%', 'T2': '48.84%', 'T3': '18.60%'}",43,"CXCR4, CPX-6043, CPX-6044, CPX-6046, CPX-6049, CPX-2397, CPX-2398, CPX-3153, CPX-467, GSK3A, CPX-6024, ADAM17, MAPK8, CPX-1981, CPX-1982, CPX-1984, CPX-1986, CPX-1990, MME, B2M, CPX-624, ICAM1, MMP9, AKT2, IGF1R, NOTCH2, NOTCH3, GDNF, MMP2, CDH2, TNFRSF10B, RAF1, NGFR, CPX-4108, CPX-54, FCGR2B, CPX-605, CPX-834, AGER, CPX-1826, CX3CR1, MOG, PTPRC"
93,GO:0032232 (Negative Regulation Of Actin Filament Bundle Assembly),0.19222080055666252,"{'none': '82.61%', 'Down': '13.04%', 'Up': '4.35%'}","{'T4': '95.65%', 'T2': '4.35%'}",23,"ADAM22, C12orf57, PACS1, EN2, ARHGAP31, CSTB, BICC1, LIMK2, BMPER, SIAE, INPP5K, SH3PXD2B, ARHGEF18, GREM2, CLDN9, CLEC16A, PHOX2A, MEGF8, DNMBP, MARVELD2, RASSF8, GREB1L, VPS13D"
94,GO:0005126 (Cytokine Receptor Binding),5.824005713584136e-13,"{'none': '96.43%', 'Up': '3.57%'}","{'T4': '85.71%', 'T2': '14.29%'}",28,"IL37, TRIM8, ICOS, PDCD1, CPX-506, CPX-512, CPX-6015, CPX-627, CPX-742, CD27, IL17RA, CPX-383, CPX-833, IRF5, LCP2, CPX-382, IL36RN, CARD9, IL17F, CPX-8836, INPPL1, SH2D1A, INSRR, RAG2, LIFR, TNFRSF13B, MICB, FHL1"
95,GO:0019755 (One-Carbon Compound Transport),0.021005527520611262,{'none': '100.00%'},{'T4': '100.00%'},7,"ABCD4, PREPL, POPDC3, MYO18B, DYNC2LI1, CPX-2931, SLC39A8"
96,GO:0006613 (Cotranslational Protein Targeting To Membrane),0.001986666867213654,"{'none': '95.74%', 'Up': '2.13%', 'Down': '2.13%'}","{'T4': '70.21%', 'T2': '36.17%', 'T3': '2.13%'}",47,"CPX-7842, P4HB, OPTN, CHCHD10, KIF5A, ATXN2, CPX-8073, CPX-2750, CPX-2752, CPX-2386, CPX-630, GTPBP4, CPX-6822, GSS, CPX-1949, TRAP1, DNAJB2, SEC63, CPX-2360, HYOU1, PSAP, LBR, HPGD, TMEM97, ZMPSTE24, CPX-8343, CPX-560, PCYT1A, SLC1A5, CPX-2716, CNBP, NEK1, AHCY, ACSL5, ARL13B, MFSD2A, CPX-5022, STK16, BTBD9, SLC13A5, TREX1, RNPC3, ERGIC1, LHFPL6, STK32A, TSSK2, LPP"
97,GO:0060155 (Platelet Dense Granule Organization),3.188334333071482e-05,"{'none': '98.33%', 'Up': '1.67%'}","{'T2': '41.67%', 'T3': '21.67%', 'T4': '56.67%', 'T1': '1.67%'}",60,"MAOA, MAOB, CPX-1910, AGTR2, ADRA1B, ADRB1, ADRA1D, SSTR2, CPX-3032, CPX-3065, ADORA1, ADRA2C, SLC18A2, CPX-2808, GRK5, CPX-2531, OPRD1, SLC18A3, PDE4B, PRKCG, MBNL1, SV2A, NSF, PLP1, NPSR1, GCGR, KNG1, ARHGEF1, NPY1R, CPX-1773, RAPGEF4, RAPGEF3, CA3, GRIP1, PRKG1, KERA, PURA, CPX-6261, STRA6, GDAP1, MYOT, SELENON, CPX-1771, CPX-1781, SHPK, FGGY, PRKAR1B, CPE, PHKA2, CPX-5050, UBAP2, CPX-5048, CPX-5049, GARS1, CPX-7841, VAMP1, TMEM240, LMBRD1, MLIP, CPX-5053"
