GO_term,Term_Name_Clean,Ontology
GO:1905671,Regulation Of Lysosome Organization,Biological process
GO:2000109,Regulation Of Macrophage Apoptotic Process,Biological process
GO:1902498,Regulation Of Protein Autoubiquitination,Biological process
GO:1903533,Regulation Of Protein Targeting,Biological process
GO:0090322,Regulation Of Superoxide Metabolic Process,Biological process
GO:1904429,Regulation Of T-Circle Formation,Biological process
GO:0070243,Regulation Of Thymocyte Apoptotic Process,Biological process
GO:0070170,Regulation Of Tooth Mineralization,Biological process
GO:0010901,Regulation Of Very-Low-Density Lipoprotein Particle Remodeling,Biological process
GO:0061318,Renal Filtration Cell Differentiation,Biological process
GO:0071139,Resolution Of Recombination Intermediates,Biological process
GO:1903412,Response To Bile Acid,Biological process
GO:0071869,Response To Catecholamine,Biological process
GO:0034698,Response To Gonadotropin,Biological process
GO:0097012,Response To Granulocyte Macrophage Colony-Stimulating Factor,Biological process
GO:0010042,Response To Manganese Ion,Biological process
GO:0032494,Response To Peptidoglycan,Biological process
GO:0031509,Subtelomeric Heterochromatin Formation,Biological process
GO:0016078,tRNA Catabolic Process,Biological process
GO:0000050,Urea Cycle,Biological process
GO:0003223,Ventricular Compact Myocardium Morphogenesis,Biological process
GO:0061025,Membrane Fusion,Biological process
GO:0061045,Negative Regulation Of Wound Healing,Biological process
GO:0070269,Pyroptosis,Biological process
GO:0046890,Regulation Of Lipid Biosynthetic Process,Biological process
GO:0051223,Regulation Of Protein Transport,Biological process
GO:0035307,Positive Regulation Of Protein Dephosphorylation,Biological process
GO:0046006,Regulation Of Activated T Cell Proliferation,Biological process
GO:0060338,Regulation Of Type I Interferon-Mediated Signaling Pathway,Biological process
GO:0072164,Mesonephric Tubule Development,Biological process
GO:0032780,Negative Regulation Of ATP-dependent Activity,Biological process
GO:1902254,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator,Biological process
GO:0098813,Nuclear Chromosome Segregation,Biological process
GO:0060037,Pharyngeal System Development,Biological process
GO:0006692,Prostanoid Metabolic Process,Biological process
GO:0010866,Regulation Of Triglyceride Biosynthetic Process,Biological process
GO:0010224,Response To UV-B,Biological process
GO:0001960,Negative Regulation Of Cytokine-Mediated Signaling Pathway,Biological process
GO:0034728,Nucleosome Organization,Biological process
GO:0120032,Regulation Of Plasma Membrane Bounded Cell Projection Assembly,Biological process
GO:0006665,Sphingolipid Metabolic Process,Biological process
GO:0051960,Regulation Of Nervous System Development,Biological process
GO:0038127,ERBB Signaling Pathway,Biological process
GO:0043297,Apical Junction Assembly,Biological process
GO:0045861,Negative Regulation Of Proteolysis,Biological process
GO:0034612,Response To Tumor Necrosis Factor,Biological process
GO:0000466,"Maturation Of 5.8S rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",Biological process
GO:0044827,Modulation By Host Of Viral Genome Replication,Biological process
GO:0032703,Negative Regulation Of Interleukin-2 Production,Biological process
GO:0016973,poly(A)+ mRNA Export From Nucleus,Biological process
GO:0071624,Positive Regulation Of Granulocyte Chemotaxis,Biological process
GO:0044090,Positive Regulation Of Vacuole Organization,Biological process
GO:0002090,Regulation Of Receptor Internalization,Biological process
GO:0043154,Negative Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process,Biological process
GO:0030041,Actin Filament Polymerization,Biological process
GO:0007159,Leukocyte Cell-Cell Adhesion,Biological process
GO:0001953,Negative Regulation Of Cell-Matrix Adhesion,Biological process
GO:0048640,Negative Regulation Of Developmental Growth,Biological process
GO:2001238,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway,Biological process
GO:1900271,Regulation Of Long-Term Synaptic Potentiation,Biological process
GO:0006622,Protein Targeting To Lysosome,Biological process
GO:0032231,Regulation Of Actin Filament Bundle Assembly,Biological process
GO:0008333,Endosome To Lysosome Transport,Biological process
GO:0000045,Autophagosome Assembly,Biological process
GO:0006633,Fatty Acid Biosynthetic Process,Biological process
GO:0015813,L-glutamate Transmembrane Transport,Biological process
GO:0055006,Cardiac Cell Development,Biological process
GO:0055070,Copper Ion Homeostasis,Biological process
GO:0019348,Dolichol Metabolic Process,Biological process
GO:0060766,Negative Regulation Of Androgen Receptor Signaling Pathway,Biological process
GO:0050687,Negative Regulation Of Defense Response To Virus,Biological process
GO:1904893,Negative Regulation Of Receptor Signaling Pathway Via STAT,Biological process
GO:0007158,Neuron Cell-Cell Adhesion,Biological process
GO:0060389,Pathway-Restricted SMAD Protein Phosphorylation,Biological process
GO:2001028,Positive Regulation Of Endothelial Cell Chemotaxis,Biological process
GO:0070875,Positive Regulation Of Glycogen Metabolic Process,Biological process
GO:0006620,Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane,Biological process
GO:0072665,Protein Localization To Vacuole,Biological process
GO:2001026,Regulation Of Endothelial Cell Chemotaxis,Biological process
GO:0003091,Renal Water Homeostasis,Biological process
GO:0022904,Respiratory Electron Transport Chain,Biological process
GO:0009069,Serine Family Amino Acid Metabolic Process,Biological process
GO:0048499,Synaptic Vesicle Membrane Organization,Biological process
GO:0038084,Vascular Endothelial Growth Factor Signaling Pathway,Biological process
GO:0001817,Regulation Of Cytokine Production,Biological process
GO:0090307,Mitotic Spindle Assembly,Biological process
GO:0002683,Negative Regulation Of Immune System Process,Biological process
GO:0050921,Positive Regulation Of Chemotaxis,Biological process
GO:0071219,Cellular Response To Molecule Of Bacterial Origin,Biological process
GO:0050714,Positive Regulation Of Protein Secretion,Biological process
GO:1903214,Regulation Of Protein Targeting To Mitochondrion,Biological process
GO:0061097,Regulation Of Protein Tyrosine Kinase Activity,Biological process
GO:0099518,Vesicle Cytoskeletal Trafficking,Biological process
GO:0045930,Negative Regulation Of Mitotic Cell Cycle,Biological process
GO:0060317,Cardiac Epithelial To Mesenchymal Transition,Biological process
GO:0009190,Cyclic Nucleotide Biosynthetic Process,Biological process
GO:0048566,Embryonic Digestive Tract Development,Biological process
GO:0030073,Insulin Secretion,Biological process
GO:0043651,Linoleic Acid Metabolic Process,Biological process
GO:0045736,Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity,Biological process
GO:0051291,Protein Heterooligomerization,Biological process
GO:0043113,Receptor Clustering,Biological process
GO:0045619,Regulation Of Lymphocyte Differentiation,Biological process
GO:0034103,Regulation Of Tissue Remodeling,Biological process
GO:1900746,Regulation Of Vascular Endothelial Growth Factor Signaling Pathway,Biological process
GO:0003009,Skeletal Muscle Contraction,Biological process
GO:0008286,Insulin Receptor Signaling Pathway,Biological process
GO:0051251,Positive Regulation Of Lymphocyte Activation,Biological process
GO:0072337,Modified Amino Acid Transport,Biological process
GO:0035306,Positive Regulation Of Dephosphorylation,Biological process
GO:0045070,Positive Regulation Of Viral Genome Replication,Biological process
GO:0070979,Protein K11-linked Ubiquitination,Biological process
GO:0097305,Response To Alcohol,Biological process
GO:0035456,Response To Interferon-Beta,Biological process
GO:0006826,Iron Ion Transport,Biological process
GO:0007528,Neuromuscular Junction Development,Biological process
GO:0032527,Protein Exit From Endoplasmic Reticulum,Biological process
GO:1902692,Regulation Of Neuroblast Proliferation,Biological process
GO:0009746,Response To Hexose,Biological process
GO:0015740,C4-dicarboxylate Transport,Biological process
GO:0006740,NADPH Regeneration,Biological process
GO:0006576,Biogenic Amine Metabolic Process,Biological process
GO:0046058,cAMP Metabolic Process,Biological process
GO:0005513,Detection Of Calcium Ion,Biological process
GO:0001754,Eye Photoreceptor Cell Differentiation,Biological process
GO:0043922,Negative Regulation By Host Of Viral Transcription,Biological process
GO:1902931,Negative Regulation Of Alcohol Biosynthetic Process,Biological process
GO:1902166,Negative Regulation Of Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage By P53 Class Mediator,Biological process
GO:0040013,Negative Regulation Of Locomotion,Biological process
GO:0002446,Neutrophil Mediated Immunity,Biological process
GO:0009117,Nucleotide Metabolic Process,Biological process
GO:2000516,"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Activation",Biological process
GO:0050850,Positive Regulation Of Calcium-Mediated Signaling,Biological process
GO:0046321,Positive Regulation Of Fatty Acid Oxidation,Biological process
GO:1903428,Positive Regulation Of Reactive Oxygen Species Biosynthetic Process,Biological process
GO:0031054,pre-miRNA Processing,Biological process
GO:0110053,Regulation Of Actin Filament Organization,Biological process
GO:0010649,Regulation Of Cell Communication By Electrical Coupling,Biological process
GO:1902036,Regulation Of Hematopoietic Stem Cell Differentiation,Biological process
GO:0032674,Regulation Of Interleukin-5 Production,Biological process
GO:0032495,Response To Muramyl Dipeptide,Biological process
GO:0097066,Response To Thyroid Hormone,Biological process
GO:0046903,Secretion,Biological process
GO:0046513,Ceramide Biosynthetic Process,Biological process
GO:0030216,Keratinocyte Differentiation,Biological process
GO:0045666,Positive Regulation Of Neuron Differentiation,Biological process
GO:0030100,Regulation Of Endocytosis,Biological process
GO:0007613,Memory,Biological process
GO:0043666,Regulation Of Phosphoprotein Phosphatase Activity,Biological process
GO:0007173,Epidermal Growth Factor Receptor Signaling Pathway,Biological process
GO:0006641,Triglyceride Metabolic Process,Biological process
GO:2000117,Negative Regulation Of Cysteine-Type Endopeptidase Activity,Biological process
GO:0120192,Tight Junction Assembly,Biological process
GO:0071312,Cellular Response To Alkaloid,Biological process
GO:0071359,Cellular Response To dsRNA,Biological process
GO:0006882,Intracellular Zinc Ion Homeostasis,Biological process
GO:0044458,Motile Cilium Assembly,Biological process
GO:0035024,Negative Regulation Of Rho Protein Signal Transduction,Biological process
GO:0002695,Negative Regulation Of Leukocyte Activation,Biological process
GO:0051154,Negative Regulation Of Striated Muscle Cell Differentiation,Biological process
GO:0033630,Positive Regulation Of Cell Adhesion Mediated By Integrin,Biological process
GO:0043032,Positive Regulation Of Macrophage Activation,Biological process
GO:0001881,Receptor Recycling,Biological process
GO:1903715,Regulation Of Aerobic Respiration,Biological process
GO:1902259,Regulation Of Delayed Rectifier Potassium Channel Activity,Biological process
GO:0010827,Regulation Of Glucose Transmembrane Transport,Biological process
GO:1901532,Regulation Of Hematopoietic Progenitor Cell Differentiation,Biological process
GO:0044088,Regulation Of Vacuole Organization,Biological process
GO:0010447,Response To Acidic pH,Biological process
GO:0030970,"Retrograde Protein Transport, ER To Cytosol",Biological process
GO:1904263,Positive Regulation Of TORC1 Signaling,Biological process
GO:0060390,Regulation Of SMAD Protein Signal Transduction,Biological process
GO:0050771,Negative Regulation Of Axonogenesis,Biological process
GO:0043436,Oxoacid Metabolic Process,Biological process
GO:0045589,Regulation Of Regulatory T Cell Differentiation,Biological process
GO:1901222,Regulation Of NIK/NF-kappaB Signaling,Biological process
GO:0071356,Cellular Response To Tumor Necrosis Factor,Biological process
GO:0034605,Cellular Response To Heat,Biological process
GO:0051480,Regulation Of Cytosolic Calcium Ion Concentration,Biological process
GO:0061314,Notch Signaling Involved In Heart Development,Biological process
GO:0002295,T-helper Cell Lineage Commitment,Biological process
GO:1901607,Alpha-Amino Acid Biosynthetic Process,Biological process
GO:0060413,Atrial Septum Morphogenesis,Biological process
GO:0071492,Cellular Response To UV-A,Biological process
GO:0036295,Cellular Response To Increased Oxygen Levels,Biological process
GO:0045198,Establishment Of Epithelial Cell Apical/Basal Polarity,Biological process
GO:0015816,Glycine Transport,Biological process
GO:0071425,Hematopoietic Stem Cell Proliferation,Biological process
GO:0070306,Lens Fiber Cell Differentiation,Biological process
GO:0051177,Meiotic Sister Chromatid Cohesion,Biological process
GO:0030224,Monocyte Differentiation,Biological process
GO:0046007,Negative Regulation Of Activated T Cell Proliferation,Biological process
GO:0032926,Negative Regulation Of Activin Receptor Signaling Pathway,Biological process
GO:1900047,Negative Regulation Of Hemostasis,Biological process
GO:0034111,Negative Regulation Of Homotypic Cell-Cell Adhesion,Biological process
GO:0090084,Negative Regulation Of Inclusion Body Assembly,Biological process
GO:0032700,Negative Regulation Of Interleukin-17 Production,Biological process
GO:0060761,Negative Regulation Of Response To Cytokine Stimulus,Biological process
GO:0106030,Neuron Projection Fasciculation,Biological process
GO:0009141,Nucleoside Triphosphate Metabolic Process,Biological process
GO:0051987,Positive Regulation Of Attachment Of Spindle Microtubules To Kinetochore,Biological process
GO:0045780,Positive Regulation Of Bone Resorption,Biological process
GO:0090205,Positive Regulation Of Cholesterol Metabolic Process,Biological process
GO:0032736,Positive Regulation Of Interleukin-13 Production,Biological process
GO:0051770,Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process,Biological process
GO:0071636,Positive Regulation Of Transforming Growth Factor Beta Production,Biological process
GO:0010665,Regulation Of Cardiac Muscle Cell Apoptotic Process,Biological process
GO:2000622,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Nonsense-Mediated Decay",Biological process
GO:2000756,Regulation Of Peptidyl-Lysine Acetylation,Biological process
GO:0034391,Regulation Of Smooth Muscle Cell Apoptotic Process,Biological process
GO:0010896,Regulation Of Triglyceride Catabolic Process,Biological process
GO:0031960,Response To Corticosteroid,Biological process
GO:0070296,Sarcoplasmic Reticulum Calcium Ion Transport,Biological process
GO:0009070,Serine Family Amino Acid Biosynthetic Process,Biological process
GO:0000491,Small Nucleolar Ribonucleoprotein Complex Assembly,Biological process
GO:0043401,Steroid Hormone Mediated Signaling Pathway,Biological process
GO:0034379,Very-Low-Density Lipoprotein Particle Assembly,Biological process
GO:1902807,Negative Regulation Of Cell Cycle G1/S Phase Transition,Biological process
GO:0050684,Regulation Of mRNA Processing,Biological process
GO:0060627,Regulation Of Vesicle-Mediated Transport,Biological process
GO:0022407,Regulation Of Cell-Cell Adhesion,Biological process
GO:0032233,Positive Regulation Of Actin Filament Bundle Assembly,Biological process
GO:0045055,Regulated Exocytosis,Biological process
GO:0051963,Regulation Of Synapse Assembly,Biological process
GO:0016064,Immunoglobulin Mediated Immune Response,Biological process
GO:0050848,Regulation Of Calcium-Mediated Signaling,Biological process
GO:0000729,DNA Double-Strand Break Processing,Biological process
GO:0051938,L-glutamate Import,Biological process
GO:0046631,Alpha-Beta T Cell Activation,Biological process
GO:0060997,Dendritic Spine Morphogenesis,Biological process
GO:0006760,Folic Acid-Containing Compound Metabolic Process,Biological process
GO:0015669,Gas Transport,Biological process
GO:0006027,Glycosaminoglycan Catabolic Process,Biological process
GO:0008156,Negative Regulation Of DNA Replication,Biological process
GO:0002698,Negative Regulation Of Immune Effector Process,Biological process
GO:0043031,Negative Regulation Of Macrophage Activation,Biological process
GO:0038179,Neurotrophin Signaling Pathway,Biological process
GO:1901970,Positive Regulation Of Mitotic Sister Chromatid Separation,Biological process
GO:0060143,Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion,Biological process
GO:0034764,Positive Regulation Of Transmembrane Transport,Biological process
GO:1905508,Protein Localization To Microtubule Organizing Center,Biological process
GO:0045540,Regulation Of Cholesterol Biosynthetic Process,Biological process
GO:0051004,Regulation Of Lipoprotein Lipase Activity,Biological process
GO:1903311,Regulation Of mRNA Metabolic Process,Biological process
GO:0030149,Sphingolipid Catabolic Process,Biological process
GO:0046949,fatty-acyl-CoA Biosynthetic Process,Biological process
GO:1905476,Negative Regulation Of Protein Localization To Membrane,Biological process
GO:1903035,Negative Regulation Of Response To Wounding,Biological process
GO:0030072,Peptide Hormone Secretion,Biological process
GO:0090022,Regulation Of Neutrophil Chemotaxis,Biological process
GO:0030433,Ubiquitin-Dependent ERAD Pathway,Biological process
GO:0051591,Response To cAMP,Biological process
GO:0006167,AMP Biosynthetic Process,Biological process
GO:0006978,"DNA Damage Response, Signal Transduction By P53 Class Mediator Resulting In Transcription Of P21 Class Mediator",Biological process
GO:0046717,Acid Secretion,Biological process
GO:0046164,Alcohol Catabolic Process,Biological process
GO:0045453,Bone Resorption,Biological process
GO:0000492,Box C/D snoRNP Assembly,Biological process
GO:0072711,Cellular Response To Hydroxyurea,Biological process
GO:0071225,Cellular Response To Muramyl Dipeptide,Biological process
GO:0038065,Collagen-Activated Signaling Pathway,Biological process
GO:0019371,Cyclooxygenase Pathway,Biological process
GO:0070837,Dehydroascorbic Acid Transport,Biological process
GO:0001892,Embryonic Placenta Development,Biological process
GO:0035646,Endosome To Melanosome Transport,Biological process
GO:0043485,Endosome To Pigment Granule Transport,Biological process
GO:0003198,Epithelial To Mesenchymal Transition Involved In Endocardial Cushion Formation,Biological process
GO:0035722,Interleukin-12-Mediated Signaling Pathway,Biological process
GO:0043653,Mitochondrial Fragmentation Involved In Apoptotic Process,Biological process
GO:0002725,Negative Regulation Of T Cell Cytokine Production,Biological process
GO:0043951,Negative Regulation Of cAMP-mediated Signaling,Biological process
GO:0010561,Negative Regulation Of Glycoprotein Biosynthetic Process,Biological process
GO:1900272,Negative Regulation Of Long-Term Synaptic Potentiation,Biological process
GO:0043242,Negative Regulation Of Protein-Containing Complex Disassembly,Biological process
GO:0003085,Negative Regulation Of Systemic Arterial Blood Pressure,Biological process
GO:0009132,Nucleoside Diphosphate Metabolic Process,Biological process
GO:0043574,Peroxisomal Transport,Biological process
GO:2001171,Positive Regulation Of ATP Biosynthetic Process,Biological process
GO:2000251,Positive Regulation Of Actin Cytoskeleton Reorganization,Biological process
GO:0002732,Positive Regulation Of Dendritic Cell Cytokine Production,Biological process
GO:0051561,Positive Regulation Of Mitochondrial Calcium Ion Concentration,Biological process
GO:0071639,Positive Regulation Of Monocyte Chemotactic Protein-1 Production,Biological process
GO:0034393,Positive Regulation Of Smooth Muscle Cell Apoptotic Process,Biological process
GO:0097105,Presynaptic Membrane Assembly,Biological process
GO:0043248,Proteasome Assembly,Biological process
GO:0072529,Pyrimidine-Containing Compound Catabolic Process,Biological process
GO:2001141,Regulation Of RNA Biosynthetic Process,Biological process
GO:0031341,Regulation Of Cell Killing,Biological process
GO:1902950,Regulation Of Dendritic Spine Maintenance,Biological process
GO:1901550,Regulation Of Endothelial Cell Development,Biological process
GO:2000269,Regulation Of Fibroblast Apoptotic Process,Biological process
GO:0043467,Regulation Of Generation Of Precursor Metabolites And Energy,Biological process
GO:0046602,Regulation Of Mitotic Centrosome Separation,Biological process
GO:0033047,Regulation Of Mitotic Sister Chromatid Segregation,Biological process
GO:0033262,Regulation Of Nuclear Cell Cycle DNA Replication,Biological process
GO:0046620,Regulation Of Organ Growth,Biological process
GO:0062207,Regulation Of Pattern Recognition Receptor Signaling Pathway,Biological process
GO:0071801,Regulation Of Podosome Assembly,Biological process
GO:0022400,Regulation Of Rhodopsin Mediated Signaling Pathway,Biological process
GO:2001014,Regulation Of Skeletal Muscle Cell Differentiation,Biological process
GO:0032026,Response To Magnesium Ion,Biological process
GO:0014866,Skeletal Myofibril Assembly,Biological process
GO:0061053,Somite Development,Biological process
GO:0003376,Sphingosine-1-Phosphate Receptor Signaling Pathway,Biological process
GO:0098883,Synapse Pruning,Biological process
GO:0003309,Type B Pancreatic Cell Differentiation,Biological process
GO:0035886,Vascular Associated Smooth Muscle Cell Differentiation,Biological process
GO:0042373,Vitamin K Metabolic Process,Biological process
GO:0099515,Actin Filament-Based Transport,Biological process
GO:0035584,Calcium-Mediated Signaling Using Intracellular Calcium Source,Biological process
GO:0050869,Negative Regulation Of B Cell Activation,Biological process
GO:0040019,Positive Regulation Of Embryonic Development,Biological process
GO:0090224,Regulation Of Spindle Organization,Biological process
GO:0046467,Membrane Lipid Biosynthetic Process,Biological process
GO:1903749,Positive Regulation Of Establishment Of Protein Localization To Mitochondrion,Biological process
GO:0032735,Positive Regulation Of Interleukin-12 Production,Biological process
GO:1903556,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production,Biological process
GO:0035082,Axoneme Assembly,Biological process
GO:0140694,Non-Membrane-Bounded Organelle Assembly,Biological process
GO:0019941,Modification-Dependent Protein Catabolic Process,Biological process
GO:0090501,RNA Phosphodiester Bond Hydrolysis,Biological process
GO:0032689,Negative Regulation Of Type II Interferon Production,Biological process
GO:0051204,Protein Insertion Into Mitochondrial Membrane,Biological process
GO:0034067,Protein Localization To Golgi Apparatus,Biological process
GO:0045124,Regulation Of Bone Resorption,Biological process
GO:0002031,G Protein-Coupled Receptor Internalization,Biological process
GO:0006177,GMP Biosynthetic Process,Biological process
GO:0007183,SMAD Protein Complex Assembly,Biological process
GO:0006577,Amino-Acid Betaine Metabolic Process,Biological process
GO:0019885,Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I,Biological process
GO:0032060,Bleb Assembly,Biological process
GO:0060926,Cardiac Pacemaker Cell Development,Biological process
GO:0071476,Cellular Hypotonic Response,Biological process
GO:0015871,Choline Transport,Biological process
GO:0072318,Clathrin Coat Disassembly,Biological process
GO:0051838,Cytolysis By Host Of Symbiont Cells,Biological process
GO:0062149,Detection Of Stimulus Involved In Sensory Perception Of Pain,Biological process
GO:0046545,Development Of Primary Female Sexual Characteristics,Biological process
GO:0035907,Dorsal Aorta Development,Biological process
GO:0035912,Dorsal Aorta Morphogenesis,Biological process
GO:0048251,Elastic Fiber Assembly,Biological process
GO:0035850,Epithelial Cell Differentiation Involved In Kidney Development,Biological process
GO:0098976,Excitatory Chemical Synaptic Transmission,Biological process
GO:0035272,Exocrine System Development,Biological process
GO:0016264,Gap Junction Assembly,Biological process
GO:0002068,Glandular Epithelial Cell Development,Biological process
GO:0072310,Glomerular Epithelial Cell Development,Biological process
GO:0005980,Glycogen Catabolic Process,Biological process
GO:0006971,Hypotonic Response,Biological process
GO:0002933,Lipid Hydroxylation,Biological process
GO:0045475,Locomotor Rhythm,Biological process
GO:0010742,Macrophage Derived Foam Cell Differentiation,Biological process
GO:0044351,Macropinocytosis,Biological process
GO:0036438,Maintenance Of Lens Transparency,Biological process
GO:0039536,Negative Regulation Of RIG-I Signaling Pathway,Biological process
GO:0046600,Negative Regulation Of Centriole Replication,Biological process
GO:1903748,Negative Regulation Of Establishment Of Protein Localization To Mitochondrion,Biological process
GO:0070874,Negative Regulation Of Glycogen Metabolic Process,Biological process
GO:1905598,Negative Regulation Of Low-Density Lipoprotein Receptor Activity,Biological process
GO:0045835,Negative Regulation Of Meiotic Nuclear Division,Biological process
GO:0010757,Negative Regulation Of Plasminogen Activation,Biological process
GO:0060331,Negative Regulation Of Response To Type II Interferon,Biological process
GO:0034392,Negative Regulation Of Smooth Muscle Cell Apoptotic Process,Biological process
GO:0070303,Negative Regulation Of Stress-Activated Protein Kinase Signaling Cascade,Biological process
GO:0060336,Negative Regulation Of Type II Interferon-Mediated Signaling Pathway,Biological process
GO:0003357,Noradrenergic Neuron Differentiation,Biological process
GO:0043584,Nose Development,Biological process
GO:0046112,Nucleobase Biosynthetic Process,Biological process
GO:0006862,Nucleotide Transport,Biological process
GO:0018195,Peptidyl-Arginine Modification,Biological process
GO:0061626,Pharyngeal Arch Artery Morphogenesis,Biological process
GO:0060158,Phospholipase C-activating Dopamine Receptor Signaling Pathway,Biological process
GO:1902961,Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process,Biological process
GO:0033605,Positive Regulation Of Catecholamine Secretion,Biological process
GO:0090045,Positive Regulation Of Deacetylase Activity,Biological process
GO:2000271,Positive Regulation Of Fibroblast Apoptotic Process,Biological process
GO:2000543,Positive Regulation Of Gastrulation,Biological process
GO:0014015,Positive Regulation Of Gliogenesis,Biological process
GO:0032754,Positive Regulation Of Interleukin-5 Production,Biological process
GO:0090184,Positive Regulation Of Kidney Development,Biological process
GO:0070230,Positive Regulation Of Lymphocyte Apoptotic Process,Biological process
GO:1902416,Positive Regulation Of mRNA Binding,Biological process
GO:0040018,Positive Regulation Of Multicellular Organism Growth,Biological process
GO:2000646,Positive Regulation Of Receptor Catabolic Process,Biological process
GO:1905832,Positive Regulation Of Spindle Assembly,Biological process
GO:0045989,Positive Regulation Of Striated Muscle Contraction,Biological process
GO:0031915,Positive Regulation Of Synaptic Plasticity,Biological process
GO:0010898,Positive Regulation Of Triglyceride Catabolic Process,Biological process
GO:0007039,Protein Catabolic Process In The Vacuole,Biological process
GO:1903441,Protein Localization To Ciliary Membrane,Biological process
GO:0106300,protein-DNA Covalent Cross-Linking Repair,Biological process
GO:0045343,Regulation Of MHC Class I Biosynthetic Process,Biological process
GO:0002664,Regulation Of T Cell Tolerance Induction,Biological process
GO:0050854,Regulation Of Antigen Receptor-Mediated Signaling Pathway,Biological process
GO:0060353,Regulation Of Cell Adhesion Molecule Production,Biological process
GO:1900076,Regulation Of Cellular Response To Insulin Stimulus,Biological process
GO:1903722,Regulation Of Centriole Elongation,Biological process
GO:0010919,Regulation Of Inositol Phosphate Biosynthetic Process,Biological process
GO:1902746,Regulation Of Lens Fiber Cell Differentiation,Biological process
GO:1904526,Regulation Of Microtubule Binding,Biological process
GO:0051153,Regulation Of Striated Muscle Cell Differentiation,Biological process
GO:0014808,Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum,Biological process
GO:0042220,Response To Cocaine,Biological process
GO:0060221,Retinal Rod Cell Differentiation,Biological process
GO:0000056,Ribosomal Small Subunit Export From Nucleus,Biological process
GO:0046459,Short-Chain Fatty Acid Metabolic Process,Biological process
GO:0030240,Skeletal Muscle Thin Filament Assembly,Biological process
GO:0014909,Smooth Muscle Cell Migration,Biological process
GO:0000098,Sulfur Amino Acid Catabolic Process,Biological process
GO:0042780,tRNA 3'-End Processing,Biological process
GO:0014829,Vascular Associated Smooth Muscle Contraction,Biological process
GO:0042760,Very Long-Chain Fatty Acid Catabolic Process,Biological process
GO:0050872,White Fat Cell Differentiation,Biological process
GO:1902116,Negative Regulation Of Organelle Assembly,Biological process
GO:0001755,Neural Crest Cell Migration,Biological process
GO:0046324,Regulation Of Glucose Import,Biological process
GO:0033157,Regulation Of Intracellular Protein Transport,Biological process
GO:0014032,Neural Crest Cell Development,Biological process
GO:0046039,GTP Metabolic Process,Biological process
GO:0001569,Branching Involved In Blood Vessel Morphogenesis,Biological process
GO:0071243,Cellular Response To Arsenic-Containing Substance,Biological process
GO:0048268,Clathrin Coat Assembly,Biological process
GO:0021545,Cranial Nerve Development,Biological process
GO:0042994,Cytoplasmic Sequestering Of Transcription Factor,Biological process
GO:0045446,Endothelial Cell Differentiation,Biological process
GO:0006858,Extracellular Transport,Biological process
GO:0002768,Immune Response-Regulating Cell Surface Receptor Signaling Pathway,Biological process
GO:1904862,Inhibitory Synapse Assembly,Biological process
GO:0034440,Lipid Oxidation,Biological process
GO:0043518,"Negative Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator",Biological process
GO:0030502,Negative Regulation Of Bone Mineralization,Biological process
GO:0002091,Negative Regulation Of Receptor Internalization,Biological process
GO:0045725,Positive Regulation Of Glycogen Biosynthetic Process,Biological process
GO:0010560,Positive Regulation Of Glycoprotein Biosynthetic Process,Biological process
GO:0031453,Positive Regulation Of Heterochromatin Formation,Biological process
GO:0035774,Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus,Biological process
GO:0018126,Protein Hydroxylation,Biological process
GO:2000479,Regulation Of cAMP-dependent Protein Kinase Activity,Biological process
GO:0031344,Regulation Of Cell Projection Organization,Biological process
GO:0031998,Regulation Of Fatty Acid Beta-Oxidation,Biological process
GO:0002920,Regulation Of Humoral Immune Response,Biological process
GO:0051769,Regulation Of Nitric-Oxide Synthase Biosynthetic Process,Biological process
GO:0051171,Regulation Of Nitrogen Compound Metabolic Process,Biological process
GO:0051341,Regulation Of Oxidoreductase Activity,Biological process
GO:0062009,Secondary Palate Development,Biological process
GO:0000244,Spliceosomal tri-snRNP Complex Assembly,Biological process
GO:0033344,Cholesterol Efflux,Biological process
GO:1902624,Positive Regulation Of Neutrophil Migration,Biological process
GO:1901888,Regulation Of Cell Junction Assembly,Biological process
GO:1900151,"Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay",Biological process
GO:0034331,Cell Junction Maintenance,Biological process
GO:0002064,Epithelial Cell Development,Biological process
