min_cluster_size,min_samples,cluster_selection_epsilon,alpha,Num Clusters (valid),Num Ruido,Porcentaje Ruido,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
90,3,0.0,1.0,5,3488,64.71243042671614,0.4454953773078928,0.7553411002309911,1159.7534884051574
100,3,0.0,1.0,5,3488,64.71243042671614,0.4454953773078928,0.7553411002309911,1159.7534884051574
70,30,0.0,0.5,11,2996,55.58441558441558,0.4454276305142686,0.7631020754785133,1036.4208339798777
6,2,0.0,1.0,141,3171,58.83116883116883,0.44516665670343286,0.8615308003403168,469.33666109822843
100,2,0.0,2.0,3,3837,71.18738404452691,0.444839420331468,0.8341093937115988,941.3830824630272
150,2,0.0,2.0,3,3837,71.18738404452691,0.444839420331468,0.8341093937115988,941.3830824630272
200,2,0.0,2.0,3,3837,71.18738404452691,0.444839420331468,0.8341093937115988,941.3830824630272
80,30,0.0,0.5,9,3144,58.33024118738405,0.44465637390930646,0.7803852143551782,1103.0008505478347
70,3,0.0,1.0,8,3263,60.53803339517625,0.44326711481210446,0.7677118168397455,906.8324044106813
30,1,0.0,1.5,20,3580,66.41929499072357,0.442394516491164,0.8552170869633645,779.5357871094621
18,2,0.0,1.0,36,3225,59.83302411873841,0.4417491023434764,0.8316880255412603,688.2172458523921
90,30,0.0,0.5,5,3322,61.63265306122449,0.44166868226778766,0.7439618577077286,1156.4308460533882
90,2,0.0,1.0,5,3411,63.283858998144716,0.4385879554555767,0.7366985272621538,1039.8436423136693
200,40,0.0,0.5,3,3141,58.27458256029685,0.4376396277534815,0.8689921275275977,1466.6761233573854
20,2,0.0,1.0,32,3229,59.90723562152134,0.4369100551163566,0.8206178811362274,726.7084172179506
4,2,0.0,1.0,231,3019,56.01113172541744,0.43676505338267985,0.842886051990473,367.8084815329474
100,40,0.0,0.5,4,3217,59.68460111317254,0.4360877764209005,0.818888084376291,1367.447149413931
150,40,0.0,0.5,4,3217,59.68460111317254,0.4360877764209005,0.818888084376291,1367.447149413931
16,2,0.0,1.0,42,3154,58.51576994434138,0.436051079541282,0.859090649612795,624.3414290402529
90,25,0.0,0.5,5,3293,61.09461966604823,0.43466995931083136,0.7521272204134697,1127.8127647474075
100,25,0.0,0.5,5,3293,61.09461966604823,0.43466995931083136,0.7521272204134697,1127.8127647474075
80,6,0.0,1.5,4,3503,64.99072356215213,0.4332591533411361,0.7343022181784646,830.0178742196372
70,20,0.0,1.0,4,3453,64.06307977736549,0.4329610872973108,0.7864683809688933,905.0003991535509
100,35,0.0,0.5,4,3175,58.90538033395176,0.4324686842559689,0.829429002319835,1365.8576290455815
150,35,0.0,0.5,4,3175,58.90538033395176,0.4324686842559689,0.829429002319835,1365.8576290455815
90,8,0.0,1.5,3,3484,64.63821892393321,0.431769665201067,0.8718469284755629,1072.496487761209
100,8,0.0,1.5,3,3484,64.63821892393321,0.431769665201067,0.8718469284755629,1072.496487761209
150,8,0.0,1.5,3,3484,64.63821892393321,0.431769665201067,0.8718469284755629,1072.496487761209
200,8,0.0,1.5,3,3484,64.63821892393321,0.431769665201067,0.8718469284755629,1072.496487761209
90,8,0.0,1.0,3,3363,62.393320964749535,0.43103076383033956,0.8457652789848539,1144.1046084048498
100,8,0.0,1.0,3,3363,62.393320964749535,0.43103076383033956,0.8457652789848539,1144.1046084048498
150,8,0.0,1.0,3,3363,62.393320964749535,0.43103076383033956,0.8457652789848539,1144.1046084048498
200,8,0.0,1.0,3,3363,62.393320964749535,0.43103076383033956,0.8457652789848539,1144.1046084048498
90,20,0.0,0.5,5,3277,60.79777365491651,0.42965842531403303,0.7558680608756283,1100.9315535159137
100,20,0.0,0.5,5,3277,60.79777365491651,0.42965842531403303,0.7558680608756283,1100.9315535159137
90,15,0.0,0.5,5,3268,60.63079777365492,0.4276630365696882,0.7606550538227029,1094.2523695613938
100,15,0.0,0.5,5,3268,60.63079777365492,0.4276630365696882,0.7606550538227029,1094.2523695613938
90,1,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,1,0.0,1.0,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,2,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,3,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,4,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,5,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,6,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,7,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,8,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,9,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
90,10,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,1,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,1,0.0,1.0,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,2,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,3,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,4,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,5,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,6,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,7,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,8,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,9,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
100,10,0.0,0.5,5,3265,60.575139146567714,0.427343286960249,0.7610515158541828,1094.5240658946907
70,6,0.0,1.5,5,3425,63.54359925788498,0.42685659314553076,0.7231119222712554,705.5779729828595
150,10,0.0,1.5,3,3499,64.9165120593692,0.4261531563138985,0.8853392578446191,1062.078564446805
200,10,0.0,1.5,3,3499,64.9165120593692,0.4261531563138985,0.8853392578446191,1062.078564446805
150,5,0.0,1.0,3,3324,61.66975881261596,0.4256885771502576,0.849182259538445,1143.1443528277327
200,5,0.0,1.0,3,3324,61.66975881261596,0.4256885771502576,0.849182259538445,1143.1443528277327
80,45,0.0,0.5,8,3173,58.868274582560296,0.42500796924304524,0.7335956253969766,954.3680495422581
200,35,0.0,0.5,3,3083,57.198515769944336,0.4240391772382973,0.8968559142717649,1401.123194623622
70,2,0.0,1.0,11,3069,56.93877551020409,0.42049936432563634,0.7560403375662468,842.0561802342712
150,4,0.0,1.0,3,3260,60.48237476808905,0.41970280416863087,0.8564744922626457,1166.08171401152
200,4,0.0,1.0,3,3260,60.48237476808905,0.41970280416863087,0.8564744922626457,1166.08171401152
150,3,0.0,2.0,3,3598,66.75324675324676,0.41900052989689845,0.8725708222799217,994.9733983898341
200,3,0.0,2.0,3,3598,66.75324675324676,0.41900052989689845,0.8725708222799217,994.9733983898341
100,30,0.0,0.5,4,3129,58.05194805194805,0.4182975697186566,0.8587650649093007,1278.1266835378867
150,30,0.0,0.5,4,3129,58.05194805194805,0.4182975697186566,0.8587650649093007,1278.1266835378867
200,30,0.0,0.5,3,3058,56.734693877551024,0.4180039514281988,0.9102020669689902,1375.0883908914032
80,2,0.0,1.0,8,3168,58.77551020408164,0.41697170099190256,0.7138598575611099,835.9999553536845
70,50,0.0,0.5,8,3118,57.84786641929499,0.4169631453886207,0.8893540558994137,1053.9304993462063
8,1,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,1,0.0,1.0,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,2,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,3,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,4,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,5,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,6,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,7,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
8,8,0.0,0.5,125,3035,56.30797773654916,0.41658450499937033,0.92845862460072,481.95038972165787
70,25,0.0,0.5,12,2869,53.22820037105751,0.4162551853892168,0.7654077201992844,910.3232262490128
20,20,0.0,0.5,36,3022,56.06679035250464,0.416175786345527,0.8761554899270895,678.592475537474
14,1,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,1,0.0,1.0,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,2,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,3,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,4,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,5,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,6,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,7,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,8,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,9,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
14,10,0.0,0.5,66,3221,59.75881261595547,0.41615868679993084,0.9732267693048238,586.1488414611792
90,7,0.0,1.5,3,3429,63.6178107606679,0.4160719195888927,0.9185715378650195,1053.8839087578856
100,7,0.0,1.5,3,3429,63.6178107606679,0.4160719195888927,0.9185715378650195,1053.8839087578856
150,7,0.0,1.5,3,3429,63.6178107606679,0.4160719195888927,0.9185715378650195,1053.8839087578856
200,7,0.0,1.5,3,3429,63.6178107606679,0.4160719195888927,0.9185715378650195,1053.8839087578856
150,2,0.0,1.0,3,3150,58.44155844155844,0.41580848578997326,0.9174044931443105,1281.438540978492
200,2,0.0,1.0,3,3150,58.44155844155844,0.41580848578997326,0.9174044931443105,1281.438540978492
100,2,0.0,1.0,4,3221,59.75881261595547,0.41461252678631483,0.8652699314270864,1171.2543911144596
20,15,0.0,0.5,36,3008,55.80705009276438,0.41459634317137656,0.8792835877369728,678.6250408144849
20,1,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,1,0.0,1.0,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,2,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,3,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,4,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,5,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,6,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,7,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,8,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,9,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
20,10,0.0,0.5,36,3001,55.67717996289425,0.4138413119592243,0.8801617930976072,678.2527337484871
80,25,0.0,0.5,10,3017,55.97402597402598,0.4136978664469902,0.7812827672212526,950.500695559275
12,1,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,1,0.0,1.0,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,2,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,3,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,4,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,5,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,6,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,7,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,8,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,9,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
12,10,0.0,0.5,77,3163,58.682745825602964,0.41267515977293284,0.926718992229078,605.2499156045977
10,1,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,1,0.0,1.0,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,2,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,3,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,4,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,5,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,6,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,7,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,8,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,9,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
10,10,0.0,0.5,92,3103,57.569573283859,0.41261964138989926,0.9367333912795637,575.4754285928432
2,2,0.0,1.0,448,2786,51.688311688311686,0.4117883536169306,0.8171814619073139,284.2166327334775
150,25,0.0,0.5,4,3098,57.47680890538034,0.4114672439020716,0.8713746409187172,1251.6332258182772
200,25,0.0,0.5,3,3026,56.14100185528756,0.41040037550285025,0.9242760935861432,1347.3596413680693
150,20,0.0,0.5,4,3076,57.06864564007421,0.40684314525094906,0.8792083128626431,1235.4041099825033
100,5,0.0,1.5,3,3514,65.1948051948052,0.40663090263896695,0.8579929183063312,882.8412909374671
150,5,0.0,1.5,3,3514,65.1948051948052,0.40663090263896695,0.8579929183063312,882.8412909374671
200,5,0.0,1.5,3,3514,65.1948051948052,0.40663090263896695,0.8579929183063312,882.8412909374671
200,20,0.0,0.5,3,3003,55.714285714285715,0.4063551118960707,0.9302705313017655,1339.51997713636
16,15,0.0,0.5,48,2914,54.063079777365495,0.40598059363916617,0.9289771387333315,572.8220119869706
150,15,0.0,0.5,4,3069,56.93877551020409,0.40548416738281856,0.8815488928179633,1230.2254465537096
80,20,0.0,0.5,10,2987,55.417439703153995,0.4054690745163799,0.7875092204971128,912.6780157778439
200,15,0.0,0.5,3,2998,55.621521335807046,0.40544805527740874,0.9319353187224683,1335.8028419207508
16,1,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,1,0.0,1.0,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,2,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,3,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,4,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,5,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,6,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,7,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,8,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,9,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
16,10,0.0,0.5,49,2888,53.58070500927644,0.40540380577145996,0.923992902517725,566.4528004748354
150,1,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,1,0.0,1.0,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,2,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,3,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,4,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,5,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,6,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,7,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,8,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,9,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
150,10,0.0,0.5,4,3066,56.88311688311688,0.4053046218796441,0.8819081999722505,1231.2652075576145
200,1,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,1,0.0,1.0,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,2,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,3,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,4,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,5,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,6,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,7,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,8,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,9,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
200,10,0.0,0.5,3,2995,55.56586270871985,0.40520327917861276,0.932326616973317,1337.4903815812415
18,15,0.0,0.5,41,2964,54.990723562152134,0.4048173970217781,0.9254311197181581,633.4624037661805
90,9,0.0,1.5,3,3386,62.82003710575139,0.40480580309497066,0.9169787938187057,1024.8120708022045
100,9,0.0,1.5,3,3386,62.82003710575139,0.40480580309497066,0.9169787938187057,1024.8120708022045
150,9,0.0,1.5,3,3386,62.82003710575139,0.40480580309497066,0.9169787938187057,1024.8120708022045
200,9,0.0,1.5,3,3386,62.82003710575139,0.40480580309497066,0.9169787938187057,1024.8120708022045
150,1,0.0,2.0,2,3822,70.9090909090909,0.4037440647513973,0.8746311996432744,863.4964779629074
200,1,0.0,2.0,2,3822,70.9090909090909,0.4037440647513973,0.8746311996432744,863.4964779629074
18,1,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,1,0.0,1.0,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,2,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,3,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,4,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,5,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,6,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,7,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,8,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,9,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
18,10,0.0,0.5,41,2956,54.84230055658627,0.40359900948437444,0.9278457877177851,633.2960956049712
80,15,0.0,0.5,10,2973,55.15769944341373,0.40310037080016203,0.7914778730260681,902.7997402009235
80,1,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,1,0.0,1.0,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,2,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,3,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,4,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,5,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,6,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,7,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,8,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,9,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
80,10,0.0,0.5,10,2971,55.12059369202227,0.4028696606179614,0.791636307899621,902.7749513431166
200,4,0.0,2.0,3,3606,66.90166975881262,0.4023890634392104,0.9021833295941607,836.8885398930245
200,2,0.0,1.5,2,3689,68.44155844155844,0.4000464145322311,0.8831255982473163,933.5932349043736
150,2,0.0,1.5,3,3533,65.54730983302412,0.39761144983796215,0.8166922148750736,810.9616441149831
150,1,0.0,1.5,3,3244,60.18552875695733,0.3972186151330011,0.8952025422714961,1063.9382032610686
200,1,0.0,1.5,3,3244,60.18552875695733,0.3972186151330011,0.8952025422714961,1063.9382032610686
80,50,0.0,0.5,6,3136,58.18181818181818,0.3967383060448305,0.8279557809770365,1066.4237809691363
6,1,0.0,0.5,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
6,1,0.0,1.0,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
6,2,0.0,0.5,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
6,3,0.0,0.5,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
6,4,0.0,0.5,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
6,5,0.0,0.5,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
6,6,0.0,0.5,181,2838,52.6530612244898,0.393551183598378,0.963047620689805,393.5374846885916
200,100,0.0,1.0,2,2666,49.46196660482375,0.39173271271126714,0.8971337924865267,990.6703633597488
150,4,0.0,1.5,3,3392,62.931354359925784,0.3915515453898771,0.8776513617954956,895.1136045989541
200,4,0.0,1.5,3,3392,62.931354359925784,0.3915515453898771,0.8776513617954956,895.1136045989541
150,15,0.0,1.5,2,3826,70.98330241187384,0.3853189724902468,0.9047687261710606,710.142835533092
200,15,0.0,1.5,2,3826,70.98330241187384,0.3853189724902468,0.9047687261710606,710.142835533092
100,3,0.0,1.5,3,3354,62.22634508348794,0.38149450616910907,0.8801104129199979,883.715683804601
150,3,0.0,1.5,3,3354,62.22634508348794,0.38149450616910907,0.8801104129199979,883.715683804601
200,3,0.0,1.5,3,3354,62.22634508348794,0.38149450616910907,0.8801104129199979,883.715683804601
200,9,0.0,2.0,2,3851,71.44712430426716,0.3804264768536638,0.90231468418505,672.4106766916879
150,7,0.0,2.0,2,3788,70.27829313543599,0.37079816727748766,0.9174349049266145,669.3587669818364
200,7,0.0,2.0,2,3788,70.27829313543599,0.37079816727748766,0.9174349049266145,669.3587669818364
4,4,0.0,0.5,303,2534,47.01298701298701,0.37068035231990387,0.9622791946162935,294.6487540653389
4,1,0.0,0.5,304,2535,47.031539888682744,0.3705923640604373,0.9606173355021128,293.61921355859135
4,1,0.0,1.0,304,2535,47.031539888682744,0.3705923640604373,0.9606173355021128,293.61921355859135
4,2,0.0,0.5,304,2535,47.031539888682744,0.3705923640604373,0.9606173355021128,293.61921355859135
4,3,0.0,0.5,304,2535,47.031539888682744,0.3705923640604373,0.9606173355021128,293.61921355859135
90,1,0.0,1.5,5,3171,58.83116883116883,0.36807132153325506,0.8460414115227447,644.4126063882683
100,1,0.0,1.5,5,3171,58.83116883116883,0.36807132153325506,0.8460414115227447,644.4126063882683
14,2,0.0,1.0,47,3081,57.16141001855287,0.3678447709765639,0.8760815874251172,580.3483652476574
2,2,0.0,0.5,1087,1743,32.33766233766234,0.35407303974424714,0.8330346646598671,173.48812419760634
2,1,0.0,0.5,1095,1745,32.3747680890538,0.3520107503167154,0.8324367716473365,171.70108282142147
2,1,0.0,1.0,1095,1745,32.3747680890538,0.3520107503167154,0.8324367716473365,171.70108282142147
150,10,0.0,2.0,2,3775,70.03710575139146,0.33820355879136427,0.9771528598868143,571.2488737760522
200,10,0.0,2.0,2,3775,70.03710575139146,0.33820355879136427,0.9771528598868143,571.2488737760522
200,6,0.0,2.0,2,3747,69.51762523191096,0.33726881587308893,0.9780750070480522,584.3792916007769
200,10,0.0,1.0,2,3282,60.89053803339518,0.298353731512076,1.0979652051234035,666.4010482979297
150,7,0.0,1.0,2,3222,59.7773654916512,0.2890057219454996,1.1087666013401902,651.2804535643464
200,7,0.0,1.0,2,3222,59.7773654916512,0.2890057219454996,1.1087666013401902,651.2804535643464
150,6,0.0,1.0,2,3163,58.682745825602964,0.2847145770653737,1.121484589363708,660.5590944823399
200,6,0.0,1.0,2,3163,58.682745825602964,0.2847145770653737,1.121484589363708,660.5590944823399
200,6,0.0,1.5,2,3281,60.87198515769945,0.27492700995117164,1.115741010812286,582.9096679877821
