min_cluster_size,min_samples,cluster_selection_epsilon,alpha,Num Clusters (valid),Num Ruido,Porcentaje Ruido,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
12,10,0.0,1.5,31,4052,75.17625231910947,0.5796633256449304,0.4825541676922567,833.5858179424624
20,15,0.0,1.0,25,3879,71.96660482374769,0.5794096165403017,0.532181508615913,911.0585376857815
8,3,0.0,1.5,62,3934,72.98701298701299,0.5793325478405795,0.6001137098412551,742.3878849098774
2,1,0.0,2.0,362,3645,67.6252319109462,0.5791677778533398,0.5130844748727619,388.20593584704284
50,9,0.0,1.5,10,4122,76.47495361781075,0.5789677443926586,0.647152466095492,1188.4166760883618
70,3,0.0,2.0,8,4191,77.75510204081633,0.5789664957152793,0.6592901609030752,1408.553441583649
20,4,0.0,2.0,25,4016,74.50834879406308,0.5784869079885667,0.5943480757144939,808.706065438379
14,3,0.0,2.0,28,4107,76.19666048237477,0.578222232076553,0.5809572900090307,906.9814866754729
2,2,0.0,2.0,149,3946,73.20964749536178,0.5780596515485953,0.568962842260293,516.1105726172119
14,2,0.0,2.0,34,4080,75.69573283858998,0.5777857092234397,0.6229575417699116,993.3049315435934
10,5,0.0,1.5,39,3957,73.41372912801484,0.577781561509059,0.5623965444303212,962.3908840122145
12,5,0.0,1.5,38,3968,73.61781076066791,0.5775735703478291,0.5595787711524959,978.6945290919934
90,5,0.0,1.5,5,4284,79.48051948051949,0.5769571372608526,0.6508313587966574,1377.3763139404389
90,9,0.0,1.0,5,4206,78.03339517625231,0.5767351275734145,0.619654786023798,1627.6101730982512
100,9,0.0,1.0,5,4206,78.03339517625231,0.5767351275734145,0.619654786023798,1627.6101730982512
60,6,0.0,1.5,6,4260,79.0352504638219,0.5756403630280429,0.6364171665224045,1542.0050969540664
8,7,0.0,1.0,62,3869,71.78107606679035,0.5755515942708234,0.6295352323535249,810.2163863518498
16,2,0.0,2.0,31,4091,75.89981447124305,0.5753657942921404,0.6180585639718162,1057.16954768722
10,2,0.0,1.5,52,3980,73.8404452690167,0.5752354403482716,0.6230039811112741,853.400934059767
50,8,0.0,2.0,7,4264,79.10946196660483,0.5750565180504188,0.6953182178334504,1298.3994840726732
60,8,0.0,2.0,7,4264,79.10946196660483,0.5750565180504188,0.6953182178334504,1298.3994840726732
150,6,0.0,2.0,3,4611,85.54730983302412,0.5748439847031148,0.7604541163686923,1834.4055111618152
20,9,0.0,1.5,23,3946,73.20964749536178,0.5745189225139576,0.5403411884320468,807.927196548804
8,2,0.0,1.5,69,3882,72.02226345083488,0.5740690888988317,0.6433714783135975,784.9946093385914
60,2,0.0,1.5,8,4117,76.38218923933209,0.5740463743512482,0.6317035978515746,1437.3134805300417
20,10,0.0,1.0,25,3828,71.0204081632653,0.5735397771114811,0.5380372666710502,799.1498472447577
14,10,0.0,1.5,28,4077,75.64007421150278,0.5732897864734463,0.5008145414585358,898.7175242851093
50,5,0.0,1.5,10,4111,76.2708719851577,0.5729926303983055,0.6490045051931197,1306.2645430391788
80,7,0.0,1.0,6,4139,76.79035250463822,0.5727930946771342,0.6032411490591496,1790.550213171517
8,6,0.0,1.5,46,3930,72.91280148423006,0.5725271022977055,0.5480410841681022,829.0935952341524
10,7,0.0,1.0,51,3829,71.03896103896103,0.5722130697977547,0.6205720270946008,876.7424182482765
60,8,0.0,1.0,10,3887,72.11502782931353,0.5718243851664099,0.6045883228468989,1405.6184712892657
30,8,0.0,1.5,16,4036,74.87940630797773,0.570845456187602,0.5631325439575428,1075.2187477954064
14,4,0.0,1.5,33,4005,74.30426716141002,0.5707939982432082,0.5902483264982733,1023.0766117580497
80,8,0.0,1.0,6,4151,77.01298701298701,0.5707279194509085,0.5800283660211712,1722.6754852600786
12,7,0.0,1.0,46,3880,71.98515769944342,0.570514983003338,0.6245900798922476,926.8775707537303
50,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
60,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
70,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
80,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
90,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
100,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
150,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
200,50,0.0,2.0,3,4031,74.78664192949907,0.5704752602418519,0.6390051425560369,1490.6421000924834
12,4,0.0,1.5,36,3981,73.85899814471243,0.5703927933495595,0.5757711228648592,964.0278172474082
6,2,0.0,1.5,94,3748,69.53617810760669,0.5702653421627427,0.6384964697941634,655.4388154632047
8,6,0.0,1.0,68,3796,70.42671614100186,0.5697198483328785,0.6059172776440966,756.6115232005749
70,8,0.0,2.0,5,4397,81.57699443413729,0.5695820678533624,0.7589198807036339,1462.2672950204017
80,8,0.0,2.0,5,4397,81.57699443413729,0.5695820678533624,0.7589198807036339,1462.2672950204017
90,8,0.0,2.0,5,4397,81.57699443413729,0.5695820678533624,0.7589198807036339,1462.2672950204017
100,8,0.0,2.0,5,4397,81.57699443413729,0.5695820678533624,0.7589198807036339,1462.2672950204017
20,2,0.0,2.0,25,4022,74.61966604823748,0.5695528485485893,0.6328840283785416,901.6055651373518
30,4,0.0,2.0,16,4084,75.7699443413729,0.5694292159122363,0.5840019462919468,1033.6399827542816
60,4,0.0,1.5,7,4138,76.77179962894249,0.5692439114739772,0.6197628237038347,1556.0041210358836
60,8,0.0,1.5,7,4162,77.21706864564007,0.5690707958133744,0.6274812675582959,1326.906299454855
40,3,0.0,2.0,13,3994,74.10018552875695,0.5690693292172906,0.7002270593540193,1154.815670659823
70,7,0.0,1.0,8,3992,74.06307977736549,0.5690155634799293,0.5967370390882951,1553.188775511339
18,5,0.0,1.5,26,4056,75.25046382189238,0.5689233257936769,0.5675471842434664,1063.181103540058
16,3,0.0,2.0,26,4095,75.97402597402598,0.5685518124601121,0.6094530380917563,952.460802118341
10,6,0.0,1.5,41,3961,73.48794063079778,0.5683854205862192,0.5686297103790672,899.1366185878221
6,6,0.0,1.0,76,3773,70.0,0.5682809902649684,0.6148988850072548,714.0214974826465
16,5,0.0,1.5,29,4027,74.71243042671614,0.568197016685319,0.5578612475682462,983.88636211698
14,5,0.0,1.5,33,3989,74.00742115027829,0.5681485885418774,0.5814342154866533,1009.3647927687803
50,10,0.0,1.0,10,3878,71.94805194805195,0.568090807104533,0.6534941666681142,1385.7730281214906
40,5,0.0,1.5,12,4028,74.73098330241187,0.5680328480150172,0.6269962641798988,1217.4253143852384
70,8,0.0,1.0,8,4007,74.34137291280149,0.5677342628735388,0.6132641017192138,1486.2351067170016
14,9,0.0,1.5,28,4063,75.38033395176252,0.5675533209690677,0.5216033961968989,872.7172470791057
80,10,0.0,1.0,7,4077,75.64007421150278,0.5671682506792665,0.6569634971823641,1594.7914348299892
16,4,0.0,1.5,30,4024,74.65677179962894,0.5667102796396234,0.57507006864104,1018.8615982903814
60,10,0.0,1.0,9,3935,73.00556586270872,0.5664946649098059,0.6578557855413651,1430.2927957186998
70,10,0.0,1.0,9,3935,73.00556586270872,0.5664946649098059,0.6578557855413651,1430.2927957186998
60,3,0.0,2.0,10,4062,75.36178107606679,0.5663175416446213,0.71245168052269,1292.0622011217517
30,9,0.0,1.5,14,4116,76.36363636363637,0.5659085731895722,0.5652776541014578,1076.945892271712
20,5,0.0,1.5,24,4093,75.93692022263451,0.5658411392807833,0.5820207236636543,1106.7114078752115
50,2,0.0,1.5,11,3953,73.3395176252319,0.5655576012065986,0.639167857268748,1313.0989954009729
18,4,0.0,1.5,28,4039,74.93506493506493,0.5654593720477883,0.5862612822637964,1068.7320340976928
90,4,0.0,1.5,5,4219,78.27458256029685,0.565345236420819,0.668792132231828,1413.090201728549
100,4,0.0,1.5,5,4219,78.27458256029685,0.565345236420819,0.668792132231828,1413.090201728549
50,3,0.0,2.0,12,4040,74.95361781076066,0.5649506479965379,0.7150658602669723,1153.3557367890883
80,5,0.0,1.0,7,4031,74.78664192949907,0.5641986733632108,0.6124056263477817,1830.8756705595442
18,10,0.0,1.0,26,3810,70.68645640074212,0.5641623467761808,0.5435335234254995,780.0968771837516
18,3,0.0,2.0,25,3924,72.80148423005566,0.564129194474567,0.6124994800630366,777.9626133273839
80,50,0.0,1.0,3,3742,69.42486085343228,0.564025810241501,0.6436996157093606,2070.825019291541
90,50,0.0,1.0,3,3742,69.42486085343228,0.564025810241501,0.6436996157093606,2070.825019291541
100,50,0.0,1.0,3,3742,69.42486085343228,0.564025810241501,0.6436996157093606,2070.825019291541
150,50,0.0,1.0,3,3742,69.42486085343228,0.564025810241501,0.6436996157093606,2070.825019291541
200,50,0.0,1.0,3,3742,69.42486085343228,0.564025810241501,0.6436996157093606,2070.825019291541
50,3,0.0,1.5,11,4027,74.71243042671614,0.56371795612098,0.6624873402038044,1254.1357436650549
12,6,0.0,1.5,38,3924,72.80148423005566,0.5634505521138246,0.5720551169467579,892.4945126451842
50,8,0.0,1.5,11,4032,74.8051948051948,0.5631201590138775,0.6650053251449316,1020.9921758499598
60,7,0.0,2.0,6,4343,80.57513914656772,0.5623326213332869,0.730907857080549,1461.4331541531774
80,2,0.0,2.0,5,4354,80.77922077922078,0.5622950781229954,0.6502857485369091,1063.3182597127322
90,2,0.0,2.0,5,4354,80.77922077922078,0.5622950781229954,0.6502857485369091,1063.3182597127322
80,75,0.0,1.0,3,3740,69.38775510204081,0.5614600185111799,0.6416404275961868,2032.836918300427
90,75,0.0,1.0,3,3740,69.38775510204081,0.5614600185111799,0.6416404275961868,2032.836918300427
100,75,0.0,1.0,3,3740,69.38775510204081,0.5614600185111799,0.6416404275961868,2032.836918300427
150,75,0.0,1.0,3,3740,69.38775510204081,0.5614600185111799,0.6416404275961868,2032.836918300427
200,75,0.0,1.0,3,3740,69.38775510204081,0.5614600185111799,0.6416404275961868,2032.836918300427
20,3,0.0,2.0,24,3943,73.15398886827458,0.5613356124840627,0.6182942585709034,797.3169266293019
50,5,0.0,1.0,11,3759,69.74025974025973,0.5612020801807135,0.6048861535300509,1509.6226986759418
60,5,0.0,1.0,11,3759,69.74025974025973,0.5612020801807135,0.6048861535300509,1509.6226986759418
70,7,0.0,2.0,5,4412,81.85528756957329,0.5610126298357757,0.7778783494249173,1547.3707550271483
80,7,0.0,2.0,5,4412,81.85528756957329,0.5610126298357757,0.7778783494249173,1547.3707550271483
90,7,0.0,2.0,5,4412,81.85528756957329,0.5610126298357757,0.7778783494249173,1547.3707550271483
100,7,0.0,2.0,5,4412,81.85528756957329,0.5610126298357757,0.7778783494249173,1547.3707550271483
12,6,0.0,1.0,45,3862,71.65120593692022,0.560962365488936,0.6187644024299122,937.5705524509301
50,8,0.0,1.0,11,3918,72.69016697588127,0.5607656497856578,0.6369188670533112,1261.595495393664
6,5,0.0,1.0,89,3688,68.42300556586271,0.5602837671838965,0.6668085500461182,643.5644559852785
40,4,0.0,1.5,12,3972,73.69202226345084,0.5602137016779511,0.632319862872735,1183.0591890830424
50,4,0.0,1.5,10,4057,75.26901669758813,0.5598317402074666,0.6604920694046406,1276.1709593499465
70,5,0.0,1.0,9,3885,72.07792207792207,0.5595418184895673,0.6074085408777287,1592.919921916592
60,7,0.0,1.0,10,3872,71.83673469387755,0.5593468222395469,0.6321082456628753,1457.673804130339
40,2,0.0,1.5,13,3869,71.78107606679035,0.5593166629605851,0.6433419801308138,1171.954807934386
14,6,0.0,1.5,30,3972,73.69202226345084,0.558140999745939,0.5931846785082795,948.8600701361825
40,10,0.0,1.0,13,3806,70.61224489795919,0.5574915239455406,0.6024943745338611,1305.6675947860078
16,6,0.0,1.5,29,3986,73.95176252319109,0.557312596971129,0.5971072208698242,973.8001106104616
18,2,0.0,2.0,28,4086,75.80705009276438,0.5568832443304399,0.633051562837073,981.1347255469269
10,6,0.0,1.0,54,3789,70.29684601113173,0.5568430698761123,0.6355359340604281,827.3424791854792
20,4,0.0,1.5,25,4074,75.58441558441558,0.5564285978767418,0.6094394594166473,1012.2672800337406
40,8,0.0,1.0,14,3853,71.48423005565863,0.5562039506491869,0.5929254192716489,1278.1124281238158
18,6,0.0,1.5,27,3995,74.11873840445269,0.5554460941954104,0.5926071240236537,1034.493680334004
70,4,0.0,2.0,6,4286,79.51762523191096,0.5552381145655962,0.6635631243313407,1484.3820485198153
80,45,0.0,1.0,3,3740,69.38775510204081,0.5547480247313639,0.6624508481363928,1917.3720876945338
90,45,0.0,1.0,3,3740,69.38775510204081,0.5547480247313639,0.6624508481363928,1917.3720876945338
100,45,0.0,1.0,3,3740,69.38775510204081,0.5547480247313639,0.6624508481363928,1917.3720876945338
150,45,0.0,1.0,3,3740,69.38775510204081,0.5547480247313639,0.6624508481363928,1917.3720876945338
200,45,0.0,1.0,3,3740,69.38775510204081,0.5547480247313639,0.6624508481363928,1917.3720876945338
80,9,0.0,1.0,6,4121,76.45640074211502,0.5545173777691331,0.6420423478077328,1516.5895014399189
20,8,0.0,1.0,24,3762,69.79591836734694,0.5541947401034787,0.5659037447039662,854.8421526986926
70,3,0.0,1.5,6,4189,77.71799628942486,0.5537681781331175,0.6739661858535616,1313.0916281977038
14,2,0.0,1.5,36,3975,73.74768089053804,0.5532541765288491,0.6547751149241664,1049.4665249315087
70,45,0.0,1.0,5,3779,70.1113172541744,0.5524935648946889,0.5717219141535762,1216.6433436925045
14,8,0.0,1.0,35,3961,73.48794063079778,0.5520996930417253,0.6145000848895477,1017.5075308066602
20,6,0.0,1.5,26,4014,74.4712430426716,0.5520306496803192,0.597684129571224,1056.3177052943279
70,5,0.0,1.5,6,4199,77.9035250463822,0.5511216707984178,0.6927194735065968,1305.5379179898057
80,5,0.0,1.5,6,4199,77.9035250463822,0.5511216707984178,0.6927194735065968,1305.5379179898057
60,4,0.0,2.0,8,4152,77.03153988868274,0.5507324924115271,0.6669755784589642,1358.3691782916826
40,7,0.0,1.0,16,3739,69.36920222634508,0.5505132845773332,0.6273002873308449,1186.0073791348573
14,3,0.0,1.5,32,3942,73.13543599257885,0.5502777370030875,0.6182011356701309,960.2500762568852
18,9,0.0,1.0,28,3747,69.51762523191096,0.5501988260067276,0.568686732469783,729.5546612072276
50,7,0.0,1.0,11,3909,72.52319109461966,0.5497236187525275,0.658028101036074,1307.8896576310456
70,7,0.0,1.5,5,4295,79.68460111317253,0.5496298071429854,0.6994084232325177,1624.4464456688693
60,9,0.0,1.0,10,3841,71.26159554730982,0.5491799501371399,0.6898798262093426,1244.6260217423326
30,3,0.0,2.0,17,4011,74.41558441558442,0.5483496697845899,0.6371000979019219,1017.3387584934585
2,2,0.0,1.5,225,3688,68.42300556586271,0.5482329477568625,0.6105681431511245,462.9639211689669
60,7,0.0,1.5,6,4233,78.5343228200371,0.5479968924203349,0.6791419415715162,1441.601904612111
70,9,0.0,1.0,9,3901,72.3747680890538,0.547789375522464,0.6948809674170043,1283.36216372888
100,40,0.0,1.0,3,3740,69.38775510204081,0.547349961615438,0.6746185500253663,1797.1353134800788
150,40,0.0,1.0,3,3740,69.38775510204081,0.547349961615438,0.6746185500253663,1797.1353134800788
200,40,0.0,1.0,3,3740,69.38775510204081,0.547349961615438,0.6746185500253663,1797.1353134800788
16,2,0.0,1.5,32,3980,73.8404452690167,0.5470557214821946,0.6587163548837234,1037.264818339174
8,5,0.0,1.0,71,3728,69.16512059369202,0.5468885451405057,0.6890832056384432,720.1750782951694
30,2,0.0,2.0,17,4099,76.04823747680891,0.5465426144554225,0.645130870960518,1064.6910297414913
6,1,0.0,2.0,87,3739,69.36920222634508,0.5461629958256677,0.72283549006914,560.4755211019132
60,5,0.0,2.0,8,4165,77.27272727272727,0.5460378916033983,0.712776067008539,1179.877453080464
80,6,0.0,1.0,7,3999,74.19294990723562,0.5451801747232997,0.6867304838565608,1519.9227671188314
90,6,0.0,1.0,7,3999,74.19294990723562,0.5451801747232997,0.6867304838565608,1519.9227671188314
40,3,0.0,1.5,14,3897,72.30055658627087,0.5450527828971342,0.6427250361341389,1124.3739886950195
16,3,0.0,1.5,30,3949,73.26530612244898,0.5450196528850035,0.6481876619441728,1008.8185885696877
60,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
70,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
80,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
90,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
100,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
150,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
200,45,0.0,2.0,3,3956,73.3951762523191,0.544608476935222,0.6777715853762903,1333.5410302386492
12,10,0.0,1.0,37,3863,71.66975881261595,0.5444105189786482,0.5600357494288635,855.8167979363346
16,10,0.0,1.0,30,3913,72.59740259740259,0.5443030924480825,0.5425572704275248,935.8162456164454
70,50,0.0,1.5,3,3870,71.79962894248608,0.5435227124753895,0.6798844399665288,1497.3358844230004
80,50,0.0,1.5,3,3870,71.79962894248608,0.5435227124753895,0.6798844399665288,1497.3358844230004
90,50,0.0,1.5,3,3870,71.79962894248608,0.5435227124753895,0.6798844399665288,1497.3358844230004
100,50,0.0,1.5,3,3870,71.79962894248608,0.5435227124753895,0.6798844399665288,1497.3358844230004
150,50,0.0,1.5,3,3870,71.79962894248608,0.5435227124753895,0.6798844399665288,1497.3358844230004
200,50,0.0,1.5,3,3870,71.79962894248608,0.5435227124753895,0.6798844399665288,1497.3358844230004
16,9,0.0,1.0,32,3682,68.31168831168831,0.543506762846384,0.5761709538882965,679.1871443647525
30,6,0.0,1.5,20,3885,72.07792207792207,0.5430897069821045,0.6003536334796056,1001.8624924802848
80,3,0.0,2.0,6,4253,78.90538033395175,0.5423910586339081,0.7613120380568704,1441.7662588975527
40,9,0.0,1.0,14,3820,70.87198515769944,0.5423548761769821,0.6400638450962729,1181.4601581857287
10,1,0.0,2.0,57,3822,70.9090909090909,0.5423241533558879,0.73377044272322,689.5231556931403
10,10,0.0,1.0,39,3842,71.28014842300556,0.5411015005945103,0.5713183134192678,824.188698595753
100,100,0.0,0.5,3,3545,65.7699443413729,0.5410768223936558,0.6633067925033632,2247.9211954473985
150,100,0.0,0.5,3,3545,65.7699443413729,0.5410768223936558,0.6633067925033632,2247.9211954473985
200,100,0.0,0.5,3,3545,65.7699443413729,0.5410768223936558,0.6633067925033632,2247.9211954473985
8,1,0.0,2.0,70,3772,69.98144712430427,0.5405236937162955,0.7543422256026101,627.2890865399886
18,3,0.0,1.5,29,3943,73.15398886827458,0.540499457280834,0.6435881686813488,968.4603394132105
80,10,0.0,1.5,4,4287,79.53617810760669,0.5402937357765228,0.6872838097616322,1225.8826510452775
90,10,0.0,1.5,4,4287,79.53617810760669,0.5402937357765228,0.6872838097616322,1225.8826510452775
100,10,0.0,1.5,4,4287,79.53617810760669,0.5402937357765228,0.6872838097616322,1225.8826510452775
20,9,0.0,1.0,25,3751,69.59183673469389,0.5401960444884975,0.5739243623627399,806.0045229499946
4,2,0.0,1.5,128,3683,68.33024118738405,0.5401831357746886,0.6196768671029642,561.82679698477
14,10,0.0,1.0,34,3855,71.5213358070501,0.5396280101378585,0.5583312767118267,868.1986228395298
70,4,0.0,1.5,6,4130,76.62337662337663,0.5389237411839048,0.711092742361401,1335.3403982752104
80,4,0.0,1.5,6,4130,76.62337662337663,0.5389237411839048,0.711092742361401,1335.3403982752104
50,9,0.0,1.0,11,3873,71.85528756957328,0.5388811827400037,0.7164171256722055,1110.1005534811336
90,3,0.0,2.0,5,4342,80.55658627087199,0.5387355888355193,0.8026266630121486,1547.6389636105866
100,3,0.0,2.0,5,4342,80.55658627087199,0.5387355888355193,0.8026266630121486,1547.6389636105866
10,5,0.0,1.0,55,3716,68.94248608534322,0.5374711595186151,0.6813663902004476,787.4413066348009
12,1,0.0,2.0,49,3863,71.66975881261595,0.536915027998274,0.7290560629962389,714.2646291379534
18,8,0.0,1.0,27,3705,68.73840445269018,0.5367539776783592,0.6055001009894592,791.7493442931458
40,6,0.0,1.0,14,3637,67.47680890538034,0.5364533708928082,0.6754753581288987,1202.2664797686086
30,10,0.0,1.0,19,3811,70.70500927643785,0.5363494613061364,0.6072797984464053,1001.7950870499294
80,5,0.0,2.0,4,4364,80.9647495361781,0.5359463484364297,0.754950089295847,1286.9481172460983
90,5,0.0,2.0,4,4364,80.9647495361781,0.5359463484364297,0.754950089295847,1286.9481172460983
100,5,0.0,2.0,4,4364,80.9647495361781,0.5359463484364297,0.754950089295847,1286.9481172460983
150,5,0.0,2.0,4,4364,80.9647495361781,0.5359463484364297,0.754950089295847,1286.9481172460983
70,6,0.0,1.0,9,3843,71.29870129870129,0.5340212250602874,0.6991852186463491,1354.7474862668546
70,40,0.0,1.0,5,3720,69.01669758812616,0.5333040621647672,0.6599263378981355,1153.37023750325
80,40,0.0,1.0,5,3720,69.01669758812616,0.5333040621647672,0.6599263378981355,1153.37023750325
20,3,0.0,1.5,26,3974,73.7291280148423,0.5329374963909443,0.651167551510875,990.6666964394
8,4,0.0,1.0,80,3641,67.55102040816327,0.532522152566797,0.7188785534576515,682.4259867833116
70,45,0.0,1.5,3,3847,71.37291280148423,0.5324781586595875,0.7042814637873214,1437.5299977423415
80,45,0.0,1.5,3,3847,71.37291280148423,0.5324781586595875,0.7042814637873214,1437.5299977423415
90,45,0.0,1.5,3,3847,71.37291280148423,0.5324781586595875,0.7042814637873214,1437.5299977423415
100,45,0.0,1.5,3,3847,71.37291280148423,0.5324781586595875,0.7042814637873214,1437.5299977423415
150,45,0.0,1.5,3,3847,71.37291280148423,0.5324781586595875,0.7042814637873214,1437.5299977423415
200,45,0.0,1.5,3,3847,71.37291280148423,0.5324781586595875,0.7042814637873214,1437.5299977423415
70,8,0.0,1.5,6,4148,76.95732838589981,0.5324568260605326,0.6761628779443075,1135.9647731554094
80,8,0.0,1.5,6,4148,76.95732838589981,0.5324568260605326,0.6761628779443075,1135.9647731554094
6,4,0.0,1.0,98,3562,66.08534322820037,0.5318098138910206,0.7118978657022045,602.4949380158396
30,8,0.0,1.0,19,3775,70.03710575139146,0.5316107031271978,0.6145406254670499,1019.1863545426123
30,9,0.0,1.0,19,3792,70.35250463821893,0.5309429992998717,0.6152105571234149,985.351671697952
30,5,0.0,1.5,18,3927,72.85714285714285,0.5307257669658031,0.5930334183893694,1032.1931096018309
60,3,0.0,1.0,12,3705,68.73840445269018,0.530699903921206,0.6760587990632992,1508.339749243967
10,9,0.0,1.0,41,3799,70.48237476808904,0.52992653185939,0.5626447181611127,763.6556732534624
50,6,0.0,1.0,12,3719,68.99814471243043,0.5294366020885872,0.7059460555979219,1310.9180776122878
30,3,0.0,1.5,20,3820,70.87198515769944,0.5292276676154852,0.6487556233778065,881.4150171454312
30,2,0.0,1.5,21,3814,70.76066790352505,0.5290291853102493,0.636285915353048,885.1800343940147
4,1,0.0,2.0,134,3690,68.46011131725417,0.5286449972273666,0.7181117374102562,486.68059355027964
30,7,0.0,1.0,19,3745,69.48051948051948,0.5286291498407386,0.6214220188317644,1033.6315973454846
40,5,0.0,1.0,16,3539,65.65862708719851,0.5285431957530634,0.6519610791746584,1185.1975248304677
12,9,0.0,1.0,38,3811,70.70500927643785,0.5285207179206373,0.5845827013328814,817.9233921784363
20,7,0.0,1.0,27,3657,67.84786641929499,0.5270233120717812,0.6522106073740314,810.2807225714854
70,50,0.0,1.0,4,3670,68.08905380333951,0.5268414060848126,0.6596692925934418,1528.6389914038857
16,7,0.0,1.0,35,3575,66.3265306122449,0.5264205338227288,0.6711902261119144,679.4482246372618
60,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
70,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
80,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
90,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
100,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
150,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
200,40,0.0,2.0,3,3896,72.28200371057514,0.525946404849758,0.7100959342706706,1263.6796227124626
14,7,0.0,1.0,39,3845,71.33580705009277,0.5259417300683623,0.6710964850346798,938.5035577191453
10,4,0.0,1.0,59,3690,68.46011131725417,0.5250786688017886,0.7107651286520373,815.7955331066722
60,6,0.0,1.0,11,3719,68.99814471243043,0.5247818299829916,0.7177319419873128,1290.5206083899925
2,1,0.0,1.5,533,3184,59.07235621521336,0.5247296557147584,0.589826975422464,326.76976378611147
12,4,0.0,1.0,50,3715,68.92393320964749,0.5246550971040013,0.7082166096754916,815.5651063279573
40,3,0.0,1.0,16,3509,65.10204081632654,0.5241682331000982,0.6668090655941847,1254.8797433514185
60,1,0.0,2.0,10,3974,73.7291280148423,0.5234768306090593,0.6824715938822322,1227.4522239417709
20,2,0.0,1.5,28,3885,72.07792207792207,0.5234261579681456,0.6390494770846497,976.2039806875517
18,7,0.0,1.0,29,3620,67.16141001855289,0.5233848146505233,0.6526779173852717,773.3327131538489
30,4,0.0,1.5,17,3887,72.11502782931353,0.522755453137449,0.6111428701603386,975.0753838653172
12,8,0.0,1.0,41,3754,69.64749536178107,0.522119383831718,0.5937178072598575,768.0743955899844
40,4,0.0,1.0,16,3518,65.26901669758813,0.5218015652997656,0.6742258826407066,1136.0203482869122
60,50,0.0,0.5,11,3692,68.49721706864564,0.5216973986738149,0.7279853018715235,1508.2478294904336
14,4,0.0,1.0,42,3755,69.6660482374768,0.5213806111149097,0.7088303702632446,934.8633983548011
18,2,0.0,1.5,29,3866,71.72541743970315,0.5203502055513463,0.6560776880612001,960.5781777820583
100,2,0.0,1.5,4,3826,70.98330241187384,0.5202258576119504,0.6289996924775727,1234.1397424729437
16,8,0.0,1.0,33,3809,70.66790352504638,0.5196530871539314,0.5990371207677401,850.8819757622948
14,9,0.0,1.0,35,3803,70.55658627087199,0.5186718988808532,0.6001933469437946,828.2782640436714
18,1,0.0,2.0,34,3674,68.16326530612244,0.5183766507311769,0.7246985614888974,727.064142628736
50,3,0.0,1.0,14,3593,66.6604823747681,0.5174370530054341,0.6947199861765252,1350.8451870466447
100,6,0.0,1.0,5,3673,68.14471243042671,0.5170834842063241,0.7772667635180877,1402.7693450087093
70,5,0.0,2.0,6,4215,78.20037105751392,0.5168684280646351,0.7669677928224204,1024.371005666322
50,45,0.0,2.0,4,3904,72.430426716141,0.5166838210108259,0.6558274413392293,985.4492175973223
12,2,0.0,1.5,42,3813,70.74211502782931,0.5163177795036358,0.6634479148178942,776.8486798195921
18,5,0.0,1.0,31,3574,66.30797773654916,0.515470123192658,0.6591451997461949,716.1433185925803
50,4,0.0,1.0,13,3640,67.53246753246754,0.5154350772023356,0.7100218995335121,1275.5430633874373
16,6,0.0,1.0,34,3545,65.7699443413729,0.515200214829952,0.665508985516534,672.6383651332782
14,6,0.0,1.0,38,3821,70.89053803339517,0.5149063644909818,0.6679350372208831,919.1113138835505
70,40,0.0,1.5,3,3787,70.25974025974025,0.5146687170103368,0.7310071075889425,1359.2226497193403
80,40,0.0,1.5,3,3787,70.25974025974025,0.5146687170103368,0.7310071075889425,1359.2226497193403
