eps,min_samples,Num Clusters (valid),Num Ruido,Porcentaje Ruido,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
0.1,200,1,501,9.294990723562153,,,
0.1167,2,1,5,0.0927643784786642,,,
0.1167,4,1,6,0.11131725417439704,,,
0.1167,6,1,6,0.11131725417439704,,,
0.1167,8,1,7,0.12987012987012986,,,
0.1167,10,1,8,0.14842300556586271,,,
0.1167,12,1,9,0.16697588126159554,,,
0.1167,14,1,9,0.16697588126159554,,,
0.1167,16,1,9,0.16697588126159554,,,
0.1167,18,1,9,0.16697588126159554,,,
0.1167,20,1,9,0.16697588126159554,,,
0.1167,30,1,11,0.20408163265306123,,,
0.1167,40,1,16,0.29684601113172543,,,
0.1167,50,1,21,0.38961038961038963,,,
0.1167,60,1,23,0.42671614100185534,,,
0.1167,70,1,28,0.5194805194805194,,,
0.1167,80,1,36,0.6679035250463822,,,
0.1167,90,1,60,1.1131725417439702,,,
0.1167,100,1,72,1.3358070500927643,,,
0.1167,150,1,155,2.87569573283859,,,
0.1167,200,1,230,4.267161410018553,,,
0.1333,2,1,4,0.07421150278293136,,,
0.1333,4,1,4,0.07421150278293136,,,
0.1333,6,1,6,0.11131725417439704,,,
0.1333,8,1,6,0.11131725417439704,,,
0.1333,10,1,6,0.11131725417439704,,,
0.1333,12,1,7,0.12987012987012986,,,
0.1333,14,1,7,0.12987012987012986,,,
0.1333,16,1,7,0.12987012987012986,,,
0.1333,18,1,7,0.12987012987012986,,,
0.1333,20,1,8,0.14842300556586271,,,
0.1333,30,1,8,0.14842300556586271,,,
0.1333,40,1,10,0.1855287569573284,,,
0.1333,50,1,11,0.20408163265306123,,,
0.1333,60,1,15,0.27829313543599254,,,
0.1333,70,1,15,0.27829313543599254,,,
0.1333,80,1,16,0.29684601113172543,,,
0.1333,90,1,18,0.3339517625231911,,,
0.1333,100,1,22,0.40816326530612246,,,
0.1333,150,1,60,1.1131725417439702,,,
0.1333,200,1,115,2.1335807050092765,,,
0.15,2,1,1,0.01855287569573284,,,
0.15,4,1,1,0.01855287569573284,,,
0.15,6,1,2,0.03710575139146568,,,
0.15,8,1,3,0.05565862708719852,,,
0.15,10,1,3,0.05565862708719852,,,
0.15,12,1,3,0.05565862708719852,,,
0.15,14,1,3,0.05565862708719852,,,
0.15,16,1,3,0.05565862708719852,,,
0.15,18,1,3,0.05565862708719852,,,
0.15,20,1,3,0.05565862708719852,,,
0.15,30,1,5,0.0927643784786642,,,
0.15,40,1,5,0.0927643784786642,,,
0.15,50,1,8,0.14842300556586271,,,
0.15,60,1,8,0.14842300556586271,,,
0.15,70,1,12,0.22263450834879409,,,
0.15,80,1,13,0.24118738404452691,,,
0.15,90,1,13,0.24118738404452691,,,
0.15,100,1,15,0.27829313543599254,,,
0.15,150,1,19,0.35250463821892397,,,
0.15,200,1,56,1.0389610389610389,,,
0.1667,2,1,0,0.0,,,
0.1667,4,1,0,0.0,,,
0.1667,6,1,0,0.0,,,
0.1667,8,1,0,0.0,,,
0.1667,10,1,0,0.0,,,
0.1667,12,1,0,0.0,,,
0.1667,14,1,0,0.0,,,
0.1667,16,1,0,0.0,,,
0.1667,18,1,0,0.0,,,
0.1667,20,1,0,0.0,,,
0.1667,30,1,0,0.0,,,
0.1667,40,1,1,0.01855287569573284,,,
0.1667,50,1,3,0.05565862708719852,,,
0.1667,60,1,4,0.07421150278293136,,,
0.1667,70,1,4,0.07421150278293136,,,
0.1667,80,1,4,0.07421150278293136,,,
0.1667,90,1,7,0.12987012987012986,,,
0.1667,100,1,8,0.14842300556586271,,,
0.1667,150,1,13,0.24118738404452691,,,
0.1667,200,1,16,0.29684601113172543,,,
0.1833,2,1,0,0.0,,,
0.1833,4,1,0,0.0,,,
0.1833,6,1,0,0.0,,,
0.1833,8,1,0,0.0,,,
0.1833,10,1,0,0.0,,,
0.1833,12,1,0,0.0,,,
0.1833,14,1,0,0.0,,,
0.1833,16,1,0,0.0,,,
0.1833,18,1,0,0.0,,,
0.1833,20,1,0,0.0,,,
0.1833,30,1,0,0.0,,,
0.1833,40,1,0,0.0,,,
0.1833,50,1,1,0.01855287569573284,,,
0.1833,60,1,1,0.01855287569573284,,,
0.1833,70,1,3,0.05565862708719852,,,
0.1833,80,1,3,0.05565862708719852,,,
0.1833,90,1,4,0.07421150278293136,,,
0.1833,100,1,4,0.07421150278293136,,,
0.1833,150,1,9,0.16697588126159554,,,
0.1833,200,1,13,0.24118738404452691,,,
0.2,2,1,0,0.0,,,
0.2,4,1,0,0.0,,,
0.2,6,1,0,0.0,,,
0.2,8,1,0,0.0,,,
0.2,10,1,0,0.0,,,
0.2,12,1,0,0.0,,,
0.2,14,1,0,0.0,,,
0.2,16,1,0,0.0,,,
0.2,18,1,0,0.0,,,
0.2,20,1,0,0.0,,,
0.2,30,1,0,0.0,,,
0.2,40,1,0,0.0,,,
0.2,50,1,0,0.0,,,
0.2,60,1,0,0.0,,,
0.2,70,1,0,0.0,,,
0.2,80,1,1,0.01855287569573284,,,
0.2,90,1,2,0.03710575139146568,,,
0.2,100,1,2,0.03710575139146568,,,
0.2,150,1,2,0.03710575139146568,,,
0.2,200,1,9,0.16697588126159554,,,
0.2667,2,1,0,0.0,,,
0.2667,4,1,0,0.0,,,
0.2667,6,1,0,0.0,,,
0.2667,8,1,0,0.0,,,
0.2667,10,1,0,0.0,,,
0.2667,12,1,0,0.0,,,
0.2667,14,1,0,0.0,,,
0.2667,16,1,0,0.0,,,
0.2667,18,1,0,0.0,,,
0.2667,20,1,0,0.0,,,
0.2667,30,1,0,0.0,,,
0.2667,40,1,0,0.0,,,
0.2667,50,1,0,0.0,,,
0.2667,60,1,0,0.0,,,
0.2667,70,1,0,0.0,,,
0.2667,80,1,0,0.0,,,
0.2667,90,1,0,0.0,,,
0.2667,100,1,0,0.0,,,
0.2667,150,1,0,0.0,,,
0.2667,200,1,0,0.0,,,
0.3333,2,1,0,0.0,,,
0.3333,4,1,0,0.0,,,
0.3333,6,1,0,0.0,,,
0.3333,8,1,0,0.0,,,
0.3333,10,1,0,0.0,,,
0.3333,12,1,0,0.0,,,
0.3333,14,1,0,0.0,,,
0.3333,16,1,0,0.0,,,
0.3333,18,1,0,0.0,,,
0.3333,20,1,0,0.0,,,
0.3333,30,1,0,0.0,,,
0.3333,40,1,0,0.0,,,
0.3333,50,1,0,0.0,,,
0.3333,60,1,0,0.0,,,
0.3333,70,1,0,0.0,,,
0.3333,80,1,0,0.0,,,
0.3333,90,1,0,0.0,,,
0.3333,100,1,0,0.0,,,
0.3333,150,1,0,0.0,,,
0.3333,200,1,0,0.0,,,
0.4,2,1,0,0.0,,,
0.4,4,1,0,0.0,,,
0.4,6,1,0,0.0,,,
0.4,8,1,0,0.0,,,
0.4,10,1,0,0.0,,,
0.4,12,1,0,0.0,,,
0.4,14,1,0,0.0,,,
0.4,16,1,0,0.0,,,
0.4,18,1,0,0.0,,,
0.4,20,1,0,0.0,,,
0.4,30,1,0,0.0,,,
0.4,40,1,0,0.0,,,
0.4,50,1,0,0.0,,,
0.4,60,1,0,0.0,,,
0.4,70,1,0,0.0,,,
0.4,80,1,0,0.0,,,
0.4,90,1,0,0.0,,,
0.4,100,1,0,0.0,,,
0.4,150,1,0,0.0,,,
0.4,200,1,0,0.0,,,
0.4667,2,1,0,0.0,,,
0.4667,4,1,0,0.0,,,
0.4667,6,1,0,0.0,,,
0.4667,8,1,0,0.0,,,
0.4667,10,1,0,0.0,,,
0.4667,12,1,0,0.0,,,
0.4667,14,1,0,0.0,,,
0.4667,16,1,0,0.0,,,
0.4667,18,1,0,0.0,,,
